Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes
843	pTH15405	pTH6838	GST.ZNF260.DBD	ZNF260.DBD	ZNF260	"Schmitges control (aka ""Marjan's clone"")"
844	pTH15406	pTH6838	GST.ZNF264.DBD	ZNF264.DBD	ZNF264	"Schmitges control (aka ""Marjan's clone"")"
845	pTH15407	pTH6838	GST.ZNF280A.DBD	ZNF280A.DBD	ZNF280A	"Schmitges control (aka ""Marjan's clone"")"
846	pTH15408	pTH6838	GST.ZNF30.DBD	ZNF30.DBD	ZNF30	"Schmitges control (aka ""Marjan's clone"")"
847	pTH15409	pTH6838	GST.ZNF317.DBD	ZNF317.DBD	ZNF317	"Schmitges control (aka ""Marjan's clone"")"
848	pTH15410	pTH6838	GST.ZNF322.DBD	ZNF322.DBD	ZNF322	"Schmitges control (aka ""Marjan's clone"")"
849	pTH15411	pTH6838	GST.ZNF35.DBD	ZNF35.DBD	ZNF35	"Schmitges control (aka ""Marjan's clone"")"
850	pTH15412	pTH6838	GST.ZNF382.DBD	ZNF382.DBD	ZNF382	"Schmitges control (aka ""Marjan's clone"")"
851	pTH15413	pTH6838	GST.ZNF384.DBD	ZNF384.DBD	ZNF384	"Schmitges control (aka ""Marjan's clone"")"
852	pTH15414	pTH6838	GST.ZNF436.DBD	ZNF436.DBD	ZNF436	"Schmitges control (aka ""Marjan's clone"")"
853	pTH15415	pTH6838	GST.ZNF454.DBD	ZNF454.DBD	ZNF454	"Schmitges control (aka ""Marjan's clone"")"
854	pTH15416	pTH6838	GST.ZNF490.DBD	ZNF490.DBD	ZNF490	"Schmitges control (aka ""Marjan's clone"")"
855	pTH15417	pTH6838	GST.ZNF502.DBD	ZNF502.DBD	ZNF502	"Schmitges control (aka ""Marjan's clone"")"
856	pTH15418	pTH6838	GST.ZNF563.DBD	ZNF563.DBD	ZNF563	"Schmitges control (aka ""Marjan's clone"")"
857	pTH15419	pTH6838	GST.ZNF582.DBD	ZNF582.DBD	ZNF582	"Schmitges control (aka ""Marjan's clone"")"
858	pTH15420	pTH6838	GST.ZNF677.DBD	ZNF677.DBD	ZNF677	"Schmitges control (aka ""Marjan's clone"")"
859	pTH15421	pTH6838	GST.ZNF770.DBD	ZNF770.DBD	ZNF770	"Schmitges control (aka ""Marjan's clone"")"
860	pTH15422	pTH6838	GST.ZNF8.DBD	ZNF8.DBD	ZNF8	"Schmitges control (aka ""Marjan's clone"")"
861	pTH15423	pTH6838	GST.ZNF85.DBD	ZNF85.DBD	ZNF85	"Schmitges control (aka ""Marjan's clone"")"
862	pTH15832	Mammalian cell AC expression gateway GFP	eGFP.YY1.FL	YY1.FL	YY1	"Hughes lab ChIP control (aka ""Rozy's control"")"
863	pTH16498	Mammalian cell AC expression gateway GFP	eGFP.SNAI1.FL	SNAI1.FL	SNAI1	Schmitges control (original plasmid, may not be from Hughes lab)
864	pTH16499	Mammalian cell AC expression gateway GFP	eGFP.ZNF189.FL	ZNF189.FL	ZNF189	Schmitges control (original plasmid, may not be from Hughes lab)
865	pTH16500	Mammalian cell AC expression gateway GFP	eGFP.ZNF708.FL	ZNF708.FL	ZNF708	Schmitges control (original plasmid, may not be from Hughes lab)
866	pTH15820	Mammalian cell AC expression gateway GFP	eGFP.GLI4.FL	GLI4.FL	GLI4	Schmitges control (original plasmid, may not be from Hughes lab)
867	pTH15836	Mammalian cell AC expression gateway GFP	eGFP.ZFP3.FL	ZFP3.FL	ZFP3	Schmitges control (original plasmid, may not be from Hughes lab)
868	pTH15838	Mammalian cell AC expression gateway GFP	eGFP.ZNF18.FL	ZNF18.FL	ZNF18	Schmitges control (original plasmid, may not be from Hughes lab)
869	pTH15840	Mammalian cell AC expression gateway GFP	eGFP.ZNF250.FL	ZNF250.FL	ZNF250	Schmitges control (original plasmid, may not be from Hughes lab)
870	pTH15842	Mammalian cell AC expression gateway GFP	eGFP.ZNF280A.FL	ZNF280A.FL	ZNF280A	Schmitges control (original plasmid, may not be from Hughes lab)
871	pTH15815	Mammalian cell AC expression gateway GFP	eGFP.ZNF322.FL	ZNF322.FL	ZNF322	Schmitges control (original plasmid, may not be from Hughes lab)
872	pTH15828	Mammalian cell AC expression gateway GFP	eGFP.ZNF382.FL	ZNF382.FL	ZNF382	Schmitges control (original plasmid, may not be from Hughes lab)
873	pTH15830	Mammalian cell AC expression gateway GFP	eGFP.ZNF454.FL	ZNF454.FL	ZNF454	Schmitges control (original plasmid, may not be from Hughes lab)
874	pTH15949	Mammalian cell AC expression gateway GFP	eGFP.ZNF16.FL	ZNF16.FL	ZNF16	Schmitges control (original plasmid, may not be from Hughes lab)
875	pTH15985	Mammalian cell AC expression gateway GFP	eGFP.ZNF22.FL	ZNF22.FL	ZNF22	Schmitges control (original plasmid, may not be from Hughes lab)
876	pTH15998	Mammalian cell AC expression gateway GFP	eGFP.ZNF30.FL	ZNF30.FL	ZNF30	Schmitges control (original plasmid, may not be from Hughes lab)
877	pTH15874	Mammalian cell AC expression gateway GFP	eGFP.ZNF35.FL	ZNF35.FL	ZNF35	Schmitges control (original plasmid, may not be from Hughes lab)
878	pTH16034	Mammalian cell AC expression gateway GFP	eGFP.ZNF121.FL	ZNF121.FL	ZNF121	Schmitges control (original plasmid, may not be from Hughes lab)
879	pTH15812	Mammalian cell AC expression gateway GFP	eGFP.ZNF134.FL	ZNF134.FL	ZNF134	Schmitges control (original plasmid, may not be from Hughes lab)
880	pTH15862	Mammalian cell AC expression gateway GFP	eGFP.ZIM3.FL	ZIM3.FL	ZIM3	Schmitges control (original plasmid, may not be from Hughes lab)
881	pTH15950	Mammalian cell AC expression gateway GFP	eGFP.ZNF264.FL	ZNF264.FL	ZNF264	Schmitges control (original plasmid, may not be from Hughes lab)
882	pTH15892	Mammalian cell AC expression gateway GFP	eGFP.ZNF384.FL	ZNF384.FL	ZNF384	Schmitges control (original plasmid, may not be from Hughes lab)
883	pTH15849	Mammalian cell AC expression gateway GFP	eGFP.ZNF436.FL	ZNF436.FL	ZNF436	Schmitges control (original plasmid, may not be from Hughes lab)
884	pTH15851	Mammalian cell AC expression gateway GFP	eGFP.ZNF490.FL	ZNF490.FL	ZNF490	Schmitges control (original plasmid, may not be from Hughes lab)
885	pTH15857	Mammalian cell AC expression gateway GFP	eGFP.ZNF8.FL	ZNF8.FL	ZNF8	Schmitges control (original plasmid, may not be from Hughes lab)
886	pTH15959	Mammalian cell AC expression gateway GFP	eGFP.ZNF260.FL	ZNF260.FL	ZNF260	Schmitges control (original plasmid, may not be from Hughes lab)
887	pTH15943	Mammalian cell AC expression gateway GFP	eGFP.ZNF582.FL	ZNF582.FL	ZNF582	Schmitges control (original plasmid, may not be from Hughes lab)
888	pTH15990	Mammalian cell AC expression gateway GFP	eGFP.ZNF596.FL	ZNF596.FL	ZNF596	Schmitges control (original plasmid, may not be from Hughes lab)
889	pTH15883	Mammalian cell AC expression gateway GFP	eGFP.ZNF770.FL	ZNF770.FL	ZNF770	Schmitges control (original plasmid, may not be from Hughes lab)
890	pTH15866	Mammalian cell AC expression gateway GFP	eGFP.ZFP28.FL	ZFP28.FL	ZFP28	Schmitges control (original plasmid, may not be from Hughes lab)
891	pTH15813	Mammalian cell AC expression gateway GFP	eGFP.ZNF146.FL	ZNF146.FL	ZNF146	Schmitges control (original plasmid, may not be from Hughes lab)
892	pTH15868	Mammalian cell AC expression gateway GFP	eGFP.ZNF140.FL	ZNF140.FL	ZNF140	Schmitges control (original plasmid, may not be from Hughes lab)
893	pTH15873	Mammalian cell AC expression gateway GFP	eGFP.ZNF317.FL	ZNF317.FL	ZNF317	Schmitges control (original plasmid, may not be from Hughes lab)
894	pTH16501	Mammalian cell AC expression gateway GFP	eGFP.CTCF.FL	CTCF.FL	CTCF	"Hughes lab ChIP control (aka ""Rozy's control"")"
895	pTH16502	Mammalian cell AC expression gateway GFP	eGFP.GFP.FL	GFP.FL	GFP	"Hughes lab ChIP control (aka ""Rozy's control"")"
896	pTH16503	Mammalian cell AC expression gateway GFP	eGFP.ZSCAN4.FL	ZSCAN4.FL	ZSCAN4	SMiLE-seq control
897	UT380-001	Pf3a_Enz_Res_egfp	AC008770.FL	AC008770.FL	AC008770	Deplancke Lab eGFP IVT
898	UT380-002	Pf3a_Enz_Res_egfp	AC092835.DBD	AC092835.DBD	AC092835	Deplancke Lab eGFP IVT
899	UT380-003	Pf3a_Enz_Res_egfp	AC092835.FL	AC092835.FL	AC092835	Deplancke Lab eGFP IVT
900	UT380-004	Pf3a_Enz_Res_egfp	ADNP.DBD.1	ADNP.DBD.1	ADNP	Deplancke Lab eGFP IVT
901	UT380-005	Pf3a_Enz_Res_egfp	ADNP.DBD.2	ADNP.DBD.2	ADNP	Deplancke Lab eGFP IVT
902	UT380-006	Pf3a_Enz_Res_egfp	ADNP2.DBD.1	ADNP2.DBD.1	ADNP2	Deplancke Lab eGFP IVT
903	UT380-007	Pf3a_Enz_Res_egfp	ADNP2.DBD.2	ADNP2.DBD.2	ADNP2	Deplancke Lab eGFP IVT
904	UT380-008	Pf3a_Enz_Res_egfp	AEBP1.DBD	AEBP1.DBD	AEBP1	Deplancke Lab eGFP IVT
905	UT380-009	Pf3a_Enz_Res_egfp	AHCTF1.DBD	AHCTF1.DBD	AHCTF1	Deplancke Lab eGFP IVT
906	UT380-010	Pf3a_Enz_Res_egfp	AKAP8.DBD	AKAP8.DBD	AKAP8	Deplancke Lab eGFP IVT
907	UT380-011	Pf3a_Enz_Res_egfp	AKAP8.FL	AKAP8.FL	AKAP8	Deplancke Lab eGFP IVT
908	UT380-012	Pf3a_Enz_Res_egfp	AKAP8L.DBD	AKAP8L.DBD	AKAP8L	Deplancke Lab eGFP IVT
909	UT380-013	Pf3a_Enz_Res_egfp	AKAP8L.FL	AKAP8L.FL	AKAP8L	Deplancke Lab eGFP IVT
910	UT380-014	Pf3a_Enz_Res_egfp	AKNA.DBD.1	AKNA.DBD.1	AKNA	Deplancke Lab eGFP IVT
911	UT380-015	Pf3a_Enz_Res_egfp	AKNA.DBD.2	AKNA.DBD.2	AKNA	Deplancke Lab eGFP IVT
912	UT380-016	Pf3a_Enz_Res_egfp	ANKZF1.DBD	ANKZF1.DBD	ANKZF1	Deplancke Lab eGFP IVT
913	UT380-017	Pf3a_Enz_Res_egfp	ANKZF1.FL	ANKZF1.FL	ANKZF1	Deplancke Lab eGFP IVT
914	UT380-018	Pf3a_Enz_Res_egfp	ARHGAP35.DBD	ARHGAP35.DBD	ARHGAP35	Deplancke Lab eGFP IVT
915	UT380-019	Pf3a_Enz_Res_egfp	ARID2.DBD	ARID2.DBD	ARID2	Deplancke Lab eGFP IVT
916	UT380-020	Pf3a_Enz_Res_egfp	ATMIN.DBD	ATMIN.DBD	ATMIN	Deplancke Lab eGFP IVT
917	UT380-021	Pf3a_Enz_Res_egfp	ATMIN.FL	ATMIN.FL	ATMIN	Deplancke Lab eGFP IVT
918	UT380-022	Pf3a_Enz_Res_egfp	BATF2.FL	BATF2.FL	BATF2	Deplancke Lab eGFP IVT
919	UT380-023	Pf3a_Enz_Res_egfp	BHLHA9.FL	BHLHA9.FL	BHLHA9	Deplancke Lab eGFP IVT
920	UT380-024	Pf3a_Enz_Res_egfp	BRF2.FL	BRF2.FL	BRF2	Deplancke Lab eGFP IVT
921	UT380-025	Pf3a_Enz_Res_egfp	C11orf95.FL	C11orf95.FL	ZFTA	Deplancke Lab eGFP IVT
922	UT380-026	Pf3a_Enz_Res_egfp	CAMTA1.DBD	CAMTA1.DBD	CAMTA1	Deplancke Lab eGFP IVT
923	UT380-027	Pf3a_Enz_Res_egfp	CAMTA2.DBD	CAMTA2.DBD	CAMTA2	Deplancke Lab eGFP IVT
924	UT380-028	Pf3a_Enz_Res_egfp	CASZ1.DBD.1	CASZ1.DBD.1	CASZ1	Deplancke Lab eGFP IVT
925	UT380-029	Pf3a_Enz_Res_egfp	CASZ1.DBD.2	CASZ1.DBD.2	CASZ1	Deplancke Lab eGFP IVT
926	UT380-030	Pf3a_Enz_Res_egfp	CBX2.FL	CBX2.FL	CBX2	Deplancke Lab eGFP IVT
927	UT380-031	Pf3a_Enz_Res_egfp	CC2D1A.FL	CC2D1A.FL	CC2D1A	Deplancke Lab eGFP IVT
928	UT380-032	Pf3a_Enz_Res_egfp	CCDC17.FL	CCDC17.FL	CCDC17	Deplancke Lab eGFP IVT
929	UT380-033	Pf3a_Enz_Res_egfp	CENPA.FL	CENPA.FL	CENPA	Deplancke Lab eGFP IVT
930	UT380-034	Pf3a_Enz_Res_egfp	CENPS.FL	CENPS.FL	CENPS	Deplancke Lab eGFP IVT
931	UT380-035	Pf3a_Enz_Res_egfp	CENPT.FL	CENPT.FL	CENPT	Deplancke Lab eGFP IVT
932	UT380-036	Pf3a_Enz_Res_egfp	CENPX.FL	CENPX.FL	CENPX	Deplancke Lab eGFP IVT
933	UT380-037	Pf3a_Enz_Res_egfp	CGGBP1.FL	CGGBP1.FL	CGGBP1	Deplancke Lab eGFP IVT
934	UT380-038	Pf3a_Enz_Res_egfp	CHAMP1.DBD	CHAMP1.DBD	CHAMP1	Deplancke Lab eGFP IVT
935	UT380-039	Pf3a_Enz_Res_egfp	CHAMP1.FL	CHAMP1.FL	CHAMP1	Deplancke Lab eGFP IVT
936	UT380-040	Pf3a_Enz_Res_egfp	CHCHD3.FL	CHCHD3.FL	CHCHD3	Deplancke Lab eGFP IVT
937	UT380-041	Pf3a_Enz_Res_egfp	CPXCR1.FL	CPXCR1.FL	CPXCR1	Deplancke Lab eGFP IVT
938	UT380-042	Pf3a_Enz_Res_egfp	CREB3L3.FL	CREB3L3.FL	CREB3L3	Deplancke Lab eGFP IVT
939	UT380-043	Pf3a_Enz_Res_egfp	CSRNP1.DBD	CSRNP1.DBD	CSRNP1	Deplancke Lab eGFP IVT
940	UT380-044	Pf3a_Enz_Res_egfp	CSRNP1.FL	CSRNP1.FL	CSRNP1	Deplancke Lab eGFP IVT
941	UT380-045	Pf3a_Enz_Res_egfp	CSRNP2.DBD	CSRNP2.DBD	CSRNP2	Deplancke Lab eGFP IVT
942	UT380-046	Pf3a_Enz_Res_egfp	CSRNP2.FL	CSRNP2.FL	CSRNP2	Deplancke Lab eGFP IVT
943	UT380-047	Pf3a_Enz_Res_egfp	CSRNP3.DBD	CSRNP3.DBD	CSRNP3	Deplancke Lab eGFP IVT
944	UT380-048	Pf3a_Enz_Res_egfp	CSRNP3.FL	CSRNP3.FL	CSRNP3	Deplancke Lab eGFP IVT
945	UT380-049	Pf3a_Enz_Res_egfp	CXXC4.FL	CXXC4.FL	CXXC4	Deplancke Lab eGFP IVT
946	UT380-051	Pf3a_Enz_Res_egfp	DACH1.DBD	DACH1.DBD	DACH1	Deplancke Lab eGFP IVT
947	UT380-052	Pf3a_Enz_Res_egfp	DACH1.FL	DACH1.FL	DACH1	Deplancke Lab eGFP IVT
948	UT380-053	Pf3a_Enz_Res_egfp	DACH2.DBD	DACH2.DBD	DACH2	Deplancke Lab eGFP IVT
949	UT380-054	Pf3a_Enz_Res_egfp	DACH2.FL	DACH2.FL	DACH2	Deplancke Lab eGFP IVT
950	UT380-055	Pf3a_Enz_Res_egfp	DMRTB1.FL	DMRTB1.FL	DMRTB1	Deplancke Lab eGFP IVT
951	UT380-056	Pf3a_Enz_Res_egfp	DMTF1.DBD	DMTF1.DBD	DMTF1	Deplancke Lab eGFP IVT
952	UT380-057	Pf3a_Enz_Res_egfp	DMTF1.FL	DMTF1.FL	DMTF1	Deplancke Lab eGFP IVT
953	UT380-058	Pf3a_Enz_Res_egfp	DNTTIP1.FL	DNTTIP1.FL	DNTTIP1	Deplancke Lab eGFP IVT
954	UT380-059	Pf3a_Enz_Res_egfp	DR1.FL	DR1.FL	DR1	Deplancke Lab eGFP IVT
955	UT380-060	Pf3a_Enz_Res_egfp	DRAP1.FL	DRAP1.FL	DRAP1	Deplancke Lab eGFP IVT
956	UT380-061	Pf3a_Enz_Res_egfp	DZIP1.DBD	DZIP1.DBD	DZIP1	Deplancke Lab eGFP IVT
957	UT380-062	Pf3a_Enz_Res_egfp	DZIP1.FL	DZIP1.FL	DZIP1	Deplancke Lab eGFP IVT
958	UT380-063	Pf3a_Enz_Res_egfp	EEA1.DBD	EEA1.DBD	EEA1	Deplancke Lab eGFP IVT
959	UT380-064	Pf3a_Enz_Res_egfp	ELF3.FL	ELF3.FL	ELF3	Deplancke Lab eGFP IVT
960	UT380-065	Pf3a_Enz_Res_egfp	FAM170A.FL	FAM170A.FL	FAM170A	Deplancke Lab eGFP IVT
961	UT380-066	Pf3a_Enz_Res_egfp	FAM200B.DBD	FAM200B.DBD	FAM200B	Deplancke Lab eGFP IVT
962	UT380-067	Pf3a_Enz_Res_egfp	FAM200B.FL	FAM200B.FL	FAM200B	Deplancke Lab eGFP IVT
963	UT380-068	Pf3a_Enz_Res_egfp	FBXL19.DBD	FBXL19.DBD	FBXL19	Deplancke Lab eGFP IVT
964	UT380-069	Pf3a_Enz_Res_egfp	FBXL19.FL	FBXL19.FL	FBXL19	Deplancke Lab eGFP IVT
965	UT380-070	Pf3a_Enz_Res_egfp	FIZ1.FL	FIZ1.FL	FIZ1	Deplancke Lab eGFP IVT
966	UT380-071	Pf3a_Enz_Res_egfp	FLYWCH1.FL	FLYWCH1.FL	FLYWCH1	Deplancke Lab eGFP IVT
967	UT380-072	Pf3a_Enz_Res_egfp	GATAD2A.DBD	GATAD2A.DBD	GATAD2A	Deplancke Lab eGFP IVT
968	UT380-073	Pf3a_Enz_Res_egfp	GATAD2A.FL	GATAD2A.FL	GATAD2A	Deplancke Lab eGFP IVT
969	UT380-074	Pf3a_Enz_Res_egfp	GATAD2B.DBD	GATAD2B.DBD	GATAD2B	Deplancke Lab eGFP IVT
970	UT380-075	Pf3a_Enz_Res_egfp	GATAD2B.FL	GATAD2B.FL	GATAD2B	Deplancke Lab eGFP IVT
971	UT380-076	Pf3a_Enz_Res_egfp	GLMP.FL	GLMP.FL	GLMP	Deplancke Lab eGFP IVT
972	UT380-077	Pf3a_Enz_Res_egfp	GLYR1.DBD	GLYR1.DBD	GLYR1	Deplancke Lab eGFP IVT
973	UT380-078	Pf3a_Enz_Res_egfp	GLYR1.FL	GLYR1.FL	GLYR1	Deplancke Lab eGFP IVT
974	UT380-079	Pf3a_Enz_Res_egfp	GPBP1.FL	GPBP1.FL	GPBP1	Deplancke Lab eGFP IVT
975	UT380-080	Pf3a_Enz_Res_egfp	GPBP1L1.FL	GPBP1L1.FL	GPBP1L1	Deplancke Lab eGFP IVT
976	UT380-081	Pf3a_Enz_Res_egfp	GRHL3.DBD	GRHL3.DBD	GRHL3	Deplancke Lab eGFP IVT
977	UT380-082	Pf3a_Enz_Res_egfp	GRHL3.FL	GRHL3.FL	GRHL3	Deplancke Lab eGFP IVT
978	UT380-083	Pf3a_Enz_Res_egfp	GTF2IRD2.DBD	GTF2IRD2.DBD	GTF2IRD2	Deplancke Lab eGFP IVT
979	UT380-084	Pf3a_Enz_Res_egfp	GTF2IRD2.FL	GTF2IRD2.FL	GTF2IRD2	Deplancke Lab eGFP IVT
980	UT380-085	Pf3a_Enz_Res_egfp	GTF2IRD2B.DBD	GTF2IRD2B.DBD	GTF2IRD2	Deplancke Lab eGFP IVT
981	UT380-086	Pf3a_Enz_Res_egfp	GTF2IRD2B.FL	GTF2IRD2B.FL	GTF2IRD2	Deplancke Lab eGFP IVT
982	UT380-087	Pf3a_Enz_Res_egfp	HMG20A.FL	HMG20A.FL	HMG20A	Deplancke Lab eGFP IVT
983	UT380-088	Pf3a_Enz_Res_egfp	HMGA1.FL	HMGA1.FL	HMGA1	Deplancke Lab eGFP IVT
984	UT380-089	Pf3a_Enz_Res_egfp	HMGN3.FL	HMGN3.FL	HMGN3	Deplancke Lab eGFP IVT
985	UT380-090	Pf3a_Enz_Res_egfp	HSFX1.FL	HSFX1.FL	HSFX1	Deplancke Lab eGFP IVT
986	UT380-091	Pf3a_Enz_Res_egfp	HSFX2.FL	HSFX2.FL	HSFX2	Deplancke Lab eGFP IVT
987	UT380-092	Pf3a_Enz_Res_egfp	JAZF1.FL	JAZF1.FL	JAZF1	Deplancke Lab eGFP IVT
988	UT380-093	Pf3a_Enz_Res_egfp	JRK.DBD	JRK.DBD	JRK	Deplancke Lab eGFP IVT
989	UT380-094	Pf3a_Enz_Res_egfp	JRK.FL	JRK.FL	JRK	Deplancke Lab eGFP IVT
990	UT380-095	Pf3a_Enz_Res_egfp	KAT7.DBD	KAT7.DBD	KAT7	Deplancke Lab eGFP IVT
991	UT380-096	Pf3a_Enz_Res_egfp	KAT7.FL	KAT7.FL	KAT7	Deplancke Lab eGFP IVT
992	UT380-097	Pf3a_Enz_Res_egfp	KCNIP3.FL	KCNIP3.FL	KCNIP3	Deplancke Lab eGFP IVT
993	UT380-098	Pf3a_Enz_Res_egfp	KDM2A.DBD	KDM2A.DBD	KDM2A	Deplancke Lab eGFP IVT
994	UT380-099	Pf3a_Enz_Res_egfp	KDM5B.DBD	KDM5B.DBD	KDM5B	Deplancke Lab eGFP IVT
995	UT380-100	Pf3a_Enz_Res_egfp	KIN.FL	KIN.FL	KIN	Deplancke Lab eGFP IVT
996	UT380-101	Pf3a_Enz_Res_egfp	L3MBTL4.DBD	L3MBTL4.DBD	L3MBTL4	Deplancke Lab eGFP IVT
997	UT380-102	Pf3a_Enz_Res_egfp	L3MBTL4.FL	L3MBTL4.FL	L3MBTL4	Deplancke Lab eGFP IVT
998	UT380-103	Pf3a_Enz_Res_egfp	LEUTX.FL	LEUTX.FL	LEUTX	Deplancke Lab eGFP IVT
999	UT380-105	Pf3a_Enz_Res_egfp	MBD1.DBD	MBD1.DBD	MBD1	Deplancke Lab eGFP IVT
1000	UT380-106	Pf3a_Enz_Res_egfp	MBD1.FL	MBD1.FL	MBD1	Deplancke Lab eGFP IVT
1001	UT380-107	Pf3a_Enz_Res_egfp	MBD3.FL	MBD3.FL	MBD3	Deplancke Lab eGFP IVT
1002	UT380-108	Pf3a_Enz_Res_egfp	MBD4.DBD	MBD4.DBD	MBD4	Deplancke Lab eGFP IVT
1003	UT380-109	Pf3a_Enz_Res_egfp	MBD4.FL	MBD4.FL	MBD4	Deplancke Lab eGFP IVT
1004	UT380-110	Pf3a_Enz_Res_egfp	MBD6.DBD	MBD6.DBD	MBD6	Deplancke Lab eGFP IVT
1005	UT380-111	Pf3a_Enz_Res_egfp	MBNL2.FL	MBNL2.FL	MBNL2	Deplancke Lab eGFP IVT
1006	UT380-113	Pf3a_Enz_Res_egfp	MKX.FL	MKX.FL	MKX	Deplancke Lab eGFP IVT
1007	UT380-114	Pf3a_Enz_Res_egfp	MSANTD1.FL	MSANTD1.FL	MSANTD1	Deplancke Lab eGFP IVT
1008	UT380-115	Pf3a_Enz_Res_egfp	MSANTD4.FL	MSANTD4.FL	MSANTD4	Deplancke Lab eGFP IVT
1009	UT380-117	Pf3a_Enz_Res_egfp	MTERF2.FL	MTERF2.FL	MTERF2	Deplancke Lab eGFP IVT
1010	UT380-118	Pf3a_Enz_Res_egfp	MTERF3.FL	MTERF3.FL	MTERF3	Deplancke Lab eGFP IVT
1011	UT380-119	Pf3a_Enz_Res_egfp	MTERF4.FL	MTERF4.FL	MTERF4	Deplancke Lab eGFP IVT
1012	UT380-120	Pf3a_Enz_Res_egfp	MYPOP.FL	MYPOP.FL	MYPOP	Deplancke Lab eGFP IVT
1013	UT380-121	Pf3a_Enz_Res_egfp	MYRFL.DBD	MYRFL.DBD	MYRFL	Deplancke Lab eGFP IVT
1014	UT380-122	Pf3a_Enz_Res_egfp	MYRFL.FL	MYRFL.FL	MYRFL	Deplancke Lab eGFP IVT
1015	UT380-123	Pf3a_Enz_Res_egfp	MYSM1.DBD	MYSM1.DBD	MYSM1	Deplancke Lab eGFP IVT
1016	UT380-124	Pf3a_Enz_Res_egfp	MYSM1.FL	MYSM1.FL	MYSM1	Deplancke Lab eGFP IVT
1017	UT380-125	Pf3a_Enz_Res_egfp	MYT1.DBD.1	MYT1.DBD.1	MYT1	Deplancke Lab eGFP IVT
1018	UT380-126	Pf3a_Enz_Res_egfp	MYT1.DBD.2	MYT1.DBD.2	MYT1	Deplancke Lab eGFP IVT
1019	UT380-127	Pf3a_Enz_Res_egfp	NACC2.DBD	NACC2.DBD	NACC2	Deplancke Lab eGFP IVT
1020	UT380-128	Pf3a_Enz_Res_egfp	NACC2.FL	NACC2.FL	NACC2	Deplancke Lab eGFP IVT
1021	UT380-129	Pf3a_Enz_Res_egfp	NANOGNB.FL	NANOGNB.FL	NANOGNB	Deplancke Lab eGFP IVT
1022	UT380-130	Pf3a_Enz_Res_egfp	NCOA1.DBD	NCOA1.DBD	NCOA1	Deplancke Lab eGFP IVT
1023	UT380-131	Pf3a_Enz_Res_egfp	NCOA2.DBD	NCOA2.DBD	NCOA2	Deplancke Lab eGFP IVT
1024	UT380-132	Pf3a_Enz_Res_egfp	NCOA3.DBD	NCOA3.DBD	NCOA3	Deplancke Lab eGFP IVT
1025	UT380-133	Pf3a_Enz_Res_egfp	NFX1.DBD	NFX1.DBD	NFX1	Deplancke Lab eGFP IVT
1026	UT380-134	Pf3a_Enz_Res_egfp	NFXL1.DBD	NFXL1.DBD	NFXL1	Deplancke Lab eGFP IVT
1027	UT380-135	Pf3a_Enz_Res_egfp	NFXL1.FL	NFXL1.FL	NFXL1	Deplancke Lab eGFP IVT
1028	UT380-136	Pf3a_Enz_Res_egfp	NKRF.DBD	NKRF.DBD	NKRF	Deplancke Lab eGFP IVT
1029	UT380-137	Pf3a_Enz_Res_egfp	NKRF.FL	NKRF.FL	NKRF	Deplancke Lab eGFP IVT
1030	UT380-138	Pf3a_Enz_Res_egfp	NME2.FL	NME2.FL	NME2	Deplancke Lab eGFP IVT
1031	UT380-139	Pf3a_Enz_Res_egfp	PA2G4.FL	PA2G4.FL	PA2G4	Deplancke Lab eGFP IVT
1032	UT380-140	Pf3a_Enz_Res_egfp	PCGF2.FL	PCGF2.FL	PCGF2	Deplancke Lab eGFP IVT
1033	UT380-141	Pf3a_Enz_Res_egfp	PCGF6.FL	PCGF6.FL	PCGF6	Deplancke Lab eGFP IVT
1034	UT380-142	Pf3a_Enz_Res_egfp	PEG3.DBD.1	PEG3.DBD.1	PEG3	Deplancke Lab eGFP IVT
1035	UT380-143	Pf3a_Enz_Res_egfp	PEG3.DBD.2	PEG3.DBD.2	PEG3	Deplancke Lab eGFP IVT
1036	UT380-144	Pf3a_Enz_Res_egfp	PHF21A.DBD	PHF21A.DBD	PHF21A	Deplancke Lab eGFP IVT
1037	UT380-145	Pf3a_Enz_Res_egfp	PHF21A.FL	PHF21A.FL	PHF21A	Deplancke Lab eGFP IVT
1038	UT380-146	Pf3a_Enz_Res_egfp	PIN1.FL	PIN1.FL	PIN1	Deplancke Lab eGFP IVT
1039	UT380-147	Pf3a_Enz_Res_egfp	PLSCR1.FL	PLSCR1.FL	PLSCR1	Deplancke Lab eGFP IVT
1040	UT380-148	Pf3a_Enz_Res_egfp	POGK.DBD	POGK.DBD	POGK	Deplancke Lab eGFP IVT
1041	UT380-149	Pf3a_Enz_Res_egfp	POGK.FL	POGK.FL	POGK	Deplancke Lab eGFP IVT
1042	UT380-151	Pf3a_Enz_Res_egfp	POU5F2.FL	POU5F2.FL	POU5F2	Deplancke Lab eGFP IVT
1043	UT380-153	Pf3a_Enz_Res_egfp	PRDM10.DBD	PRDM10.DBD	PRDM10	Deplancke Lab eGFP IVT
1044	UT380-154	Pf3a_Enz_Res_egfp	PRDM13.DBD	PRDM13.DBD	PRDM13	Deplancke Lab eGFP IVT
1045	UT380-155	Pf3a_Enz_Res_egfp	PRDM13.FL	PRDM13.FL	PRDM13	Deplancke Lab eGFP IVT
