num	tf	experiment_type	dataset	final_verdict
3060	PAX7	AFS-IVT	YWE_B_AffSeq_E12_PAX7	bad
3068	PAX7	PBM	PBM14340	good
3069	PAX7	PBM	PBM14356	good
3070	PAX7	SMS	SRR3405074	good
3063	PAX7	CHS	THC_0719	good
3064	PAX7	CHS	THC_0815	good
3065	PAX7	HTS-IVT	YWE_A_GG40NGTGAGA	good
3066	PAX7	HTS-LYS	YWK_A_AC40NGATGTT	good
3061	PAX7	AFS-LYS	YWK_B_AffSeq_A10_PAX7	good
3067	PAX7	HTS-LYS	YWK_C_AC40NGATGTT	good
3062	PAX7	AFS-LYS	YWK_D_AffSeq_A10_PAX7	good
2740	PCGF2	PBM	PBM13728	bad
2741	PCGF2	PBM	PBM13744	bad
2737	PCGF2	HTS-IVT	YWE_A_GT40NGAAGTA	bad
2738	PCGF2	HTS-LYS	YWK_A_TT40NCTCGTC	bad
2735	PCGF2	AFS-LYS	YWK_B_AffSeq_H12_PCGF2	bad
2739	PCGF2	HTS-LYS	YWK_C_TT40NCTCGTC	bad
2736	PCGF2	HTS-GFPIVT	YWP_A_GC40NAGAGTT	bad
3327	PCGF6	CHS	THC_0547	bad
3328	PCGF6	CHS	THC_0834	bad
3331	PCGF6	HTS-LYS	YWL_A_TC40NTGCATA	bad
3332	PCGF6	PBM	PBM13729	bad
3333	PCGF6	PBM	PBM13745	bad
3330	PCGF6	HTS-IVT	YWJ_A_CT40NTTGCGC	bad
3326	PCGF6	AFS-LYS	YWL_B_AffSeq_G7_PCGF6	bad
3329	PCGF6	HTS-GFPIVT	YWP_A_AC40NGCTGCT	bad
2941	PEG3	CHS	THC_0086	bad
2942	PEG3	CHS	THC_0164	bad
2948	PEG3	SMS	UT380-142	bad
2949	PEG3	SMS	UT380-143	bad
2947	PEG3	HTS-LYS	YWD_A_TA40NAGGCTT	bad
2940	PEG3	AFS-LYS	YWD_B_AffSeq_G03_PEG3	bad
2945	PEG3	HTS-IVT	YWH_A_TA40NTTTGCG	bad
2946	PEG3	HTS-IVT	YWH_A_TG40NCATATG	bad
2943	PEG3	HTS-GFPIVT	YWP_A_AA40NCCGCGT	bad
2944	PEG3	HTS-GFPIVT	YWQ_A_AA40NGTGGTC	bad
3270	PHF19	CHS	THC_0739	bad
3274	PHF19	PBM	PBM13766	bad
3275	PHF19	PBM	PBM13767	bad
3276	PHF19	PBM	PBM13782	bad
3277	PHF19	PBM	PBM13783	bad
3271	PHF19	HTS-IVT	YWF_A_GT40NGAAGTA	bad
3272	PHF19	HTS-IVT	YWJ_A_GC40NTATAGG	bad
3273	PHF19	HTS-LYS	YWL_A_CG40NAATAGC	bad
3269	PHF19	AFS-LYS	YWL_B_AffSeq_C12_PHF19	bad
2516	PHF20	CHS	THC_0035	bad
2517	PHF20	CHS	THC_0036	bad
1366	PHF21A	PBM	PBM13820	good
1361	PHF21A	CHS	THC_0144	bad
1368	PHF21A	SMS	UT380-144-1	bad
1369	PHF21A	SMS	UT380-144-2	bad
1364	PHF21A	HTS-IVT	YWC_B_AA40NCCGCGT	bad
1360	PHF21A	AFS-LYS	YWD_B_AffSeq_B02_PHF21A	bad
1367	PHF21A	PBM	PBM13836	good
1365	PHF21A	HTS-LYS	YWD_A_AG40NACCATA	bad
1362	PHF21A	HTS-GFPIVT	YWQ_A_CA40NTCGATG	bad
1363	PHF21A	HTS-GFPIVT	YWQ_A_TC40NGGCTGT	bad
1358	PHF21A	AFS-GFPIVT	YWQ_B_AffSeq_C1_PHF21A-FL	bad
1359	PHF21A	AFS-GFPIVT	YWQ_B_AffSeq_H1_PHF21A-DBD	bad
1987	PIN1	HTS-LYS	YWL_A_TC40NTTCCGG	bad
1985	PIN1	HTS-GFPIVT	YWP_A_GA40NGAGCTG	bad
1988	PIN1	PBM	PBM13859	bad
1989	PIN1	PBM	PBM13875	bad
1984	PIN1	CHS	THC_0612	bad
1986	PIN1	HTS-IVT	YWF_A_GT40NTGTGGA	bad
1983	PIN1	AFS-LYS	YWL_B_AffSeq_G9_PIN1	bad
3000	PLSCR1	PBM	PBM13730	bad
3001	PLSCR1	PBM	PBM13746	bad
2998	PLSCR1	HTS-IVT	YWJ_A_GT40NGTTCTC	bad
2999	PLSCR1	HTS-LYS	YWL_A_GA40NTGTATC	bad
2996	PLSCR1	AFS-LYS	YWL_B_AffSeq_D12_PLSCR1	bad
2997	PLSCR1	HTS-GFPIVT	YWP_A_GA40NTTCCTA	bad
2995	PLSCR1	AFS-GFPIVT	YWP_B_AffSeq_E3_PLSCR1-FL	bad
985	POGK	CHS	THC_0217	dunno
986	POGK	CHS	THC_0225	dunno
987	POGK	CHS	THC_0458.Rep-MICHELLE_0314	bad
995	POGK	SMS	UT380-148	bad
996	POGK	SMS	UT380-149	good
988	POGK	HTS-GFPIVT	YWM_A_AT40NCGGGTT	bad
989	POGK	HTS-GFPIVT	YWP_A_CT40NCGGAGA	bad
984	POGK	AFS-LYS	YWK_B_AffSeq_G1_POGK	bad
992	POGK	HTS-LYS	YWK_C_TA40NCGTCGG	bad
993	POGK	PBM	PBM13697	bad
994	POGK	PBM	PBM13713	bad
990	POGK	HTS-IVT	YWF_A_AG40NTCGACT	good
991	POGK	HTS-LYS	YWK_A_TA40NCGTCGG	good
982	POGK	AFS-GFPIVT	YWM_B_AffSeq_B11_POGK-DBD	bad
983	POGK	AFS-GFPIVT	YWP_B_AffSeq_D4_POGK-FL	bad
2123	POU5F1	PBM	PBM14330	good
2124	POU5F1	PBM	PBM14346	bad
2120	POU5F1	HTS-IVT	YWC_B_TG40NCTGTGG	dunno
2122	POU5F1	HTS-LYS	YWL_A_CT40NTGTCTG	bad
2119	POU5F1	HTS-GFPIVT	YWM_A_CC40NCGTTTT	good
2125	POU5F1	SMS	SRR3405073	good
2126	POU5F1	SMS	UT380-150	good
2121	POU5F1	HTS-IVT	YWE_A_TC40NACGGGA	good
2118	POU5F1	AFS-LYS	YWL_B_AffSeq_D8_POU5F1	bad
2117	POU5F1	AFS-GFPIVT	YWM_B_AffSeq_C11_POU5F1-FL	good
591	POU5F2	CHS	THC_0704	bad
592	POU5F2	CHS	THC_0800	bad
597	POU5F2	PBM	PBM13853	bad
598	POU5F2	PBM	PBM13869	bad
599	POU5F2	SMS	UT380-151	bad
594	POU5F2	HTS-IVT	YWF_A_CT40NGCGCTA	bad
595	POU5F2	HTS-LYS	YWN_A_AT40NGAGAGG	bad
589	POU5F2	AFS-LYS	YWN_B_AffSeq_B7_POU5F2	bad
596	POU5F2	HTS-LYS	YWO_A_AT40NGAGAGG	bad
590	POU5F2	AFS-LYS	YWO_B_AffSeq_B7_POU5F2	bad
593	POU5F2	HTS-GFPIVT	YWQ_A_AA40NCCAGTG	bad
588	POU5F2	AFS-GFPIVT	YWQ_B_AffSeq_A5_POU5F2-FL	bad
2752	PRDM10	SMS	UT380-152	bad
2743	PRDM10	AFS-IVT	YWH_B_AffSeq_A05_PRDM10_DBD	bad
2744	PRDM10	AFS-LYS	YWK_B_AffSeq_E1_PRDM10	bad
2745	PRDM10	AFS-LYS	YWK_D_AffSeq_E1_PRDM10	bad
2746	PRDM10	CHS	THC_0222	good
2747	PRDM10	CHS	THC_0230	good
2753	PRDM10	SMS	UT380-153	good
2754	PRDM10	SMS	UT380-153-2	bad
2749	PRDM10	HTS-IVT	YWH_A_AA40NCCAGTG	bad
2750	PRDM10	HTS-LYS	YWK_A_GA40NCTGATT	good
2751	PRDM10	HTS-LYS	YWK_C_GA40NCTGATT	good
2748	PRDM10	HTS-GFPIVT	YWP_A_CT40NTCTAGT	good
2742	PRDM10	AFS-GFPIVT	YWP_B_AffSeq_D5_PRDM10-DBD	good
1915	PRDM13	SMS	UT380-155	bad
1907	PRDM13	CHS	THC_0223	good
1908	PRDM13	CHS	THC_0231	good
1914	PRDM13	SMS	UT380-154	good
1911	PRDM13	HTS-IVT	YWH_A_AG40NGCTCTG	good
1904	PRDM13	AFS-IVT	YWH_B_AffSeq_B05_PRDM13_DBD	good
1912	PRDM13	HTS-LYS	YWK_A_GG40NCGTAGT	good
1905	PRDM13	AFS-LYS	YWK_B_AffSeq_F1_PRDM13	good
1913	PRDM13	HTS-LYS	YWK_C_GG40NCGTAGT	good
1906	PRDM13	AFS-LYS	YWK_D_AffSeq_F1_PRDM13	good
1909	PRDM13	HTS-GFPIVT	YWP_A_CG40NAATAGC	good
1902	PRDM13	AFS-GFPIVT	YWP_B_AffSeq_C12_PRDM13-DBD	good
1910	PRDM13	HTS-GFPIVT	YWQ_A_TC40NGCGATT	good
1903	PRDM13	AFS-GFPIVT	YWQ_B_AffSeq_G8_PRDM13-FL	good
3381	PRDM2	CHS	THC_0473	bad
3382	PRDM2	CHS	THC_0569	bad
3387	PRDM2	HTS-LYS	YWL_A_AA40NAGTGGT	bad
3383	PRDM2	HTS-GFPIVT	YWP_A_AA40NGTGGTC	bad
3378	PRDM2	AFS-GFPIVT	YWP_B_AffSeq_A4_PRDM2-DBD1	bad
3388	PRDM2	SMS	UT380-156	bad
3389	PRDM2	SMS	UT380-157	bad
3385	PRDM2	HTS-IVT	YWE_A_TC40NGGCTGT	bad
3386	PRDM2	HTS-IVT	YWF_A_TA40NCGTCGG	bad
3380	PRDM2	AFS-LYS	YWL_B_AffSeq_A3_PRDM2	bad
3384	PRDM2	HTS-GFPIVT	YWP_A_GT40NGCGTGT	bad
3379	PRDM2	AFS-GFPIVT	YWP_B_AffSeq_F11_PRDM2-DBD2	bad
2848	PRDM5	SMS	UT380-159	bad
2843	PRDM5	HTS-IVT	YWH_A_CA40NCTTTGA	bad
2835	PRDM5	AFS-IVT	YWH_B_AffSeq_C05_PRDM5_DBD	bad
2838	PRDM5	CHS	THC_0307.Rep-DIANA_0293	good
2839	PRDM5	CHS	THC_0307.Rep-MICHELLE_0314	good
2840	PRDM5	CHS	THC_0904	good
2846	PRDM5	SMS	UT380-158	good
2847	PRDM5	SMS	UT380-158-2	good
2849	PRDM5	SMS	UT380-159-2	bad
2844	PRDM5	HTS-LYS	YWK_A_AG40NTCGACT	good
2836	PRDM5	AFS-LYS	YWK_B_AffSeq_B1_PRDM5	good
2845	PRDM5	HTS-LYS	YWK_C_AG40NTCGACT	good
2837	PRDM5	AFS-LYS	YWK_D_AffSeq_B1_PRDM5	good
2841	PRDM5	HTS-GFPIVT	YWQ_A_AT40NCCTTGG	good
2842	PRDM5	HTS-GFPIVT	YWQ_A_GT40NTGTGGA	good
2833	PRDM5	AFS-GFPIVT	YWQ_B_AffSeq_B12_PRDM5-DBD	good
2834	PRDM5	AFS-GFPIVT	YWQ_B_AffSeq_F7_PRDM5-FL	good
3356	PRDM8	AFS-GFPIVT	YWP_B_AffSeq_C6_PRDM8-DBD	bad
3357	PRDM8	AFS-GFPIVT	YWP_B_AffSeq_G3_PRDM8-FL	bad
3363	PRDM8	SMS	UT380-160	bad
3364	PRDM8	SMS	UT380-161	bad
3362	PRDM8	HTS-LYS	YWD_A_TA40NGTTAGC	bad
3358	PRDM8	AFS-LYS	YWD_B_AffSeq_F12_PRDM8	bad
3361	PRDM8	HTS-IVT	YWF_A_TC40NGGCTGT	bad
3359	PRDM8	HTS-GFPIVT	YWP_A_CA40NGCCTTT	bad
3360	PRDM8	HTS-GFPIVT	YWP_A_TA40NAGGCTT	bad
3090	PREB	AFS-LYS	YWL_B_AffSeq_E12_PREB	bad
3089	PREB	AFS-GFPIVT	YWP_B_AffSeq_G4_PREB-FL	bad
3095	PREB	PBM	PBM13731	bad
3096	PREB	PBM	PBM13747	bad
3097	PREB	PBM	PBM13768	bad
3098	PREB	PBM	PBM13784	bad
3092	PREB	HTS-IVT	YWE_A_TC40NGCGATT	bad
3093	PREB	HTS-IVT	YWJ_A_TA40NGCTGTA	bad
3094	PREB	HTS-LYS	YWL_A_GG40NGTGAGA	bad
3091	PREB	HTS-GFPIVT	YWP_A_TA40NTTTGCG	bad
2731	PRMT3	HTS-LYS	YWK_A_CA40NTCGATG	bad
2732	PRMT3	HTS-LYS	YWK_C_CA40NTCGATG	bad
2728	PRMT3	HTS-GFPIVT	YWP_A_TT40NTAGCAG	bad
2733	PRMT3	SMS	UT380-163	bad
2734	PRMT3	SMS	UT380-164	bad
2729	PRMT3	HTS-IVT	YWH_A_CT40NTCTAGT	bad
2730	PRMT3	HTS-IVT	YWH_A_GA40NACTTTG	bad
2726	PRMT3	AFS-LYS	YWK_B_AffSeq_C1_PRMT3	bad
2727	PRMT3	HTS-GFPIVT	YWP_A_CC40NCGTTTT	bad
2725	PRMT3	AFS-GFPIVT	YWP_B_AffSeq_H11_PRMT3-FL	bad
3258	PRR12	CHS	THC_0467	bad
3259	PRR12	CHS	THC_0563	bad
3260	PRR12	HTS-LYS	YWN_A_GA40NGGTCAT	bad
3256	PRR12	AFS-LYS	YWN_B_AffSeq_E2_PRR12	bad
3261	PRR12	HTS-LYS	YWO_A_GA40NGGTCAT	bad
3257	PRR12	AFS-LYS	YWO_B_AffSeq_E2_PRR12	bad
3725	PURB	PBM	PBM13732	bad
3730	PURB	SMS	UT380-165	bad
3724	PURB	HTS-IVT	YWC_B_AT40NGAGAGG	bad
3726	PURB	PBM	PBM13748	good
3727	PURB	PBM	PBM14308	good
3728	PURB	PBM	PBM14324	good
3729	PURB	PBM	PBM14454	good
4163	PURG	PBM	PBM13733	bad
4164	PURG	PBM	PBM13749	bad
4162	PURG	HTS-IVT	YWF_A_TC40NGCGATT	bad
2871	RAG1	CHS	THC_0647	bad
2872	RAG1	CHS	THC_0743	bad
2874	RAG1	HTS-IVT	YWJ_A_TG40NTGTGTT	bad
2877	RAG1	PBM	PBM13734	bad
2878	RAG1	PBM	PBM13750	bad
2875	RAG1	HTS-LYS	YWN_A_AG40NGGAATC	bad
2869	RAG1	AFS-LYS	YWN_B_AffSeq_B3_RAG1-FL	bad
2876	RAG1	HTS-LYS	YWO_A_AG40NGGAATC	bad
2870	RAG1	AFS-LYS	YWO_B_AffSeq_B3_RAG1-FL	bad
2873	RAG1	HTS-GFPIVT	YWQ_A_AC40NGATGTT	bad
2868	RAG1	AFS-GFPIVT	YWQ_B_AffSeq_A10_RAG1-DBD	bad
2455	RARA	CHS	THC_0718	bad
2456	RARA	CHS	THC_0814	bad
2460	RARA	PBM	PBM14338	good
2461	RARA	PBM	PBM14354	good
2462	RARA	SMS	SRR3405076	good
2457	RARA	HTS-IVT	YWE_A_GA40NTGTATC	good
2452	RARA	AFS-IVT	YWE_B_AffSeq_D12_RARA	good
2458	RARA	HTS-LYS	YWK_A_TG40NCCATTT	good
2453	RARA	AFS-LYS	YWK_B_AffSeq_H9_RARA	good
2459	RARA	HTS-LYS	YWK_C_TG40NCCATTT	good
2454	RARA	AFS-LYS	YWK_D_AffSeq_H9_RARA	good
473	RBCK1	HTS-LYS	YWN_A_TG40NCATATG	bad
474	RBCK1	HTS-LYS	YWO_A_TG40NCATATG	bad
469	RBCK1	AFS-LYS	YWN_B_AffSeq_H4_RBCK1	bad
470	RBCK1	AFS-LYS	YWO_B_AffSeq_H4_RBCK1	bad
468	RBCK1	AFS-GFPIVT	YWQ_B_AffSeq_H5_RBCK1-FL	bad
472	RBCK1	HTS-IVT	YWJ_A_AC40NGTATGA	bad
471	RBCK1	HTS-GFPIVT	YWQ_A_TG40NGACCTT	bad
2922	RBSN	SMS	UT380-169	bad
2914	RBSN	AFS-GFPIVT	YWQ_B_AffSeq_H12_RBSN-FL	bad
2916	RBSN	CHS	THC_0298.Rep-DIANA_0293	bad
2917	RBSN	CHS	THC_0298.Rep-MICHELLE_0314	bad
2923	RBSN	SMS	UT380-170	bad
2920	RBSN	HTS-IVT	YWH_A_GT40NGGCATT	bad
2921	RBSN	HTS-LYS	YWL_A_CA40NTCGATG	bad
2915	RBSN	AFS-LYS	YWL_B_AffSeq_C1_RBSN	bad
2918	RBSN	HTS-GFPIVT	YWP_A_TG40NCTGTGG	bad
2919	RBSN	HTS-GFPIVT	YWQ_A_TT40NCTCGTC	bad
758	RFX5	CHS	THC_0085	good
759	RFX5	CHS	THC_0121	good
760	RFX5	HTS-GFPIVT	YWP_A_TC40NTAAGTG	good
757	RFX5	AFS-GFPIVT	YWP_B_AffSeq_G12_RFX5-FL	good
3366	RFX8	AFS-LYS	YWD_B_AffSeq_F01_RFX8	bad
3373	RFX8	PBM	PBM13886	bad
3374	RFX8	PBM	PBM13887	bad
3375	RFX8	PBM	PBM13902	bad
3376	RFX8	PBM	PBM13903	bad
3377	RFX8	SMS	UT380-173	bad
3370	RFX8	HTS-LYS	YWD_A_GG40NCGTAGT	bad
3368	RFX8	HTS-IVT	YWE_A_AC40NGCTGCT	bad
3369	RFX8	HTS-IVT	YWF_A_AC40NGCTGCT	bad
3371	RFX8	HTS-LYS	YWG_A_CA40NTCGATG	bad
3372	RFX8	HTS-LYS	YWG_A_CC40NTGAGTA	bad
3367	RFX8	HTS-GFPIVT	YWQ_A_GT40NTTGGTG	bad
3365	RFX8	AFS-GFPIVT	YWQ_B_AffSeq_F9_RFX8-FL	bad
662	RLF	SMS	UT380-175	bad
657	RLF	HTS-IVT	YWH_A_TA40NGAGGGT	bad
650	RLF	AFS-IVT	YWH_B_AffSeq_G05_RLF_DBD_1	bad
661	RLF	SMS	UT380-174-2	bad
652	RLF	AFS-LYS	YWL_B_AffSeq_D1_RLF	bad
649	RLF	AFS-GFPIVT	YWP_B_AffSeq_F4_RLF-DBD1	bad
653	RLF	CHS	THC_0339.Rep-DIANA_0293	good
654	RLF	CHS	THC_0339.Rep-MICHELLE_0314	good
660	RLF	SMS	UT380-174	bad
663	RLF	SMS	UT380-175-2	good
658	RLF	HTS-IVT	YWH_A_TG40NGACCTT	good
651	RLF	AFS-IVT	YWH_B_AffSeq_H05_RLF_DBD_2	good
659	RLF	HTS-LYS	YWL_A_CG40NGTTATT	bad
655	RLF	HTS-GFPIVT	YWP_A_AG40NGGAATC	good
656	RLF	HTS-GFPIVT	YWP_A_GT40NACGATC	bad
648	RLF	AFS-GFPIVT	YWP_B_AffSeq_B3_RLF-DBD2	good
2403	RORB	SMS	SRR3405079	bad
2401	RORB	PBM	PBM14337	good
2402	RORB	PBM	PBM14353	good
2404	RORB	SMS	SRR3405080	good
2398	RORB	CHS	THC_0813	good
2399	RORB	HTS-IVT	YWF_A_CG40NAATAGC	good
2396	RORB	AFS-IVT	YWF_B_AffSeq_C12_RORB	good
2400	RORB	HTS-LYS	YWL_A_CA40NGCCTTT	good
2397	RORB	AFS-LYS	YWL_B_AffSeq_C6_RORB	good
3052	RXRA	CHS	THC_0526	dunno
3053	RXRA	CHS	THC_0622	dunno
3057	RXRA	PBM	PBM14305	good
3058	RXRA	PBM	PBM14321	good
3059	RXRA	SMS	SRR3405082	good
3054	RXRA	HTS-IVT	YWC_A_TT40NCTCGTC	good
3055	RXRA	HTS-IVT	YWE_A_TT40NTAGCAG	good
3050	RXRA	AFS-IVT	YWE_B_AffSeq_H11_RXRA	good
3056	RXRA	HTS-LYS	YWL_A_CT40NTTGCGC	good
3051	RXRA	AFS-LYS	YWL_B_AffSeq_D6_RXRA	good
3896	SAFB	HTS-IVT	YWE_A_TG40NCTGTGG	bad
3897	SAFB	PBM	PBM13735	dunno
3898	SAFB	PBM	PBM13751	dunno
3894	SAFB	HTS-GFPIVT	YWQ_A_CT40NGCGCTA	bad
3895	SAFB	HTS-GFPIVT	YWQ_A_GG40NGGTTTA	bad
3893	SAFB	AFS-GFPIVT	YWQ_B_AffSeq_F2_SAFB-FL	bad
709	SAFB2	PBM	PBM13752	bad
702	SAFB2	CHS	THC_0154	bad
703	SAFB2	CHS	THC_0176	bad
707	SAFB2	HTS-LYS	YWL_A_TA40NAGGCTT	bad
704	SAFB2	HTS-GFPIVT	YWP_A_AT40NAGCCTC	bad
708	SAFB2	PBM	PBM13736	bad
710	SAFB2	SMS	UT380-179	bad
711	SAFB2	SMS	UT380-179-2	bad
706	SAFB2	HTS-IVT	YWJ_A_CC40NTGAGTA	bad
701	SAFB2	AFS-LYS	YWL_B_AffSeq_G3_SAFB2	bad
705	SAFB2	HTS-GFPIVT	YWP_A_AT40NGAGAGG	bad
700	SAFB2	AFS-GFPIVT	YWP_B_AffSeq_B9_SAFB2-FL	bad
1780	SALL3	SMS	UT380-180	bad
1781	SALL3	SMS	UT380-181	bad
1770	SALL3	CHS	THC_0314.Rep-DIANA_0293	good
1771	SALL3	CHS	THC_0314.Rep-MICHELLE_0314	good
1774	SALL3	HTS-IVT	YWE_A_AG40NACCATA	good
1764	SALL3	AFS-IVT	YWE_B_AffSeq_B02_SALL3	good
1775	SALL3	HTS-IVT	YWF_A_AG40NACCATA	good
1765	SALL3	AFS-IVT	YWF_B_AffSeq_B02_SALL3	good
1776	SALL3	HTS-LYS	YWK_A_AA40NTATCGC	good
1777	SALL3	HTS-LYS	YWK_A_TG40NTGTGTT	good
1766	SALL3	AFS-LYS	YWK_B_AffSeq_A1_SALL3	good
1767	SALL3	AFS-LYS	YWK_B_AffSeq_H6_SALL3	good
1778	SALL3	HTS-LYS	YWK_C_AA40NTATCGC	good
1779	SALL3	HTS-LYS	YWK_C_TG40NTGTGTT	good
1768	SALL3	AFS-LYS	YWK_D_AffSeq_A1_SALL3	good
1769	SALL3	AFS-LYS	YWK_D_AffSeq_H6_SALL3	good
1772	SALL3	HTS-GFPIVT	YWP_A_AT40NTCTGTC	good
1762	SALL3	AFS-GFPIVT	YWP_B_AffSeq_B10_SALL3-DBD2	good
1773	SALL3	HTS-GFPIVT	YWQ_A_CA40NGCCTTT	good
1763	SALL3	AFS-GFPIVT	YWQ_B_AffSeq_C6_SALL3-DBD1	good
2366	SCMH1	HTS-IVT	YWJ_A_CT40NGCGCTA	bad
2369	SCMH1	PBM	PBM13753	bad
2370	SCMH1	PBM	PBM13769	bad
2367	SCMH1	HTS-LYS	YWN_A_AG40NGCTCTG	bad
2362	SCMH1	AFS-LYS	YWN_B_AffSeq_B5_SCMH1	bad
2368	SCMH1	HTS-LYS	YWO_A_AG40NGCTCTG	bad
2363	SCMH1	AFS-LYS	YWO_B_AffSeq_B5_SCMH1	bad
2364	SCMH1	HTS-GFPIVT	YWQ_A_GG40NGTGAGA	bad
2365	SCMH1	HTS-GFPIVT	YWQ_A_TA40NGCTGTA	bad
2360	SCMH1	AFS-GFPIVT	YWQ_B_AffSeq_E12_SCMH1-DBD	bad
2361	SCMH1	AFS-GFPIVT	YWQ_B_AffSeq_G6_SCMH1-FL	bad
3075	SCML4	CHS	THC_0250	bad
3076	SCML4	CHS	THC_0258	bad
3080	SCML4	HTS-LYS	YWD_A_GT40NACGATC	bad
3074	SCML4	AFS-LYS	YWD_B_AffSeq_F04_SCML4	bad
3081	SCML4	HTS-LYS	YWG_A_CA40NTGCCGT	bad
3082	SCML4	HTS-LYS	YWG_A_CC40NCCAATA	bad
3078	SCML4	HTS-IVT	YWH_A_GG40NCGTAGT	bad
3079	SCML4	HTS-IVT	YWH_A_TA40NCGTCGG	bad
3072	SCML4	AFS-IVT	YWH_B_AffSeq_F01_SCML4_FL	bad
3073	SCML4	AFS-IVT	YWH_B_AffSeq_G01_SCML4_DBD	bad
3077	SCML4	HTS-GFPIVT	YWP_A_CC40NTGAGTA	bad
3071	SCML4	AFS-GFPIVT	YWP_B_AffSeq_C7_SCML4-FL	bad
3083	SCML4	PBM	PBM13821	bad
3084	SCML4	PBM	PBM13837	bad
542	SETBP1	PBM	PBM13824	bad
532	SETBP1	CHS	THC_0196	bad
530	SETBP1	AFS-GFPIVT	YWQ_B_AffSeq_F5_SETBP1-DBD2	bad
540	SETBP1	PBM	PBM13822	good
541	SETBP1	PBM	PBM13823	bad
543	SETBP1	PBM	PBM13838	good
544	SETBP1	PBM	PBM13839	bad
545	SETBP1	PBM	PBM13840	good
546	SETBP1	SMS	UT380-185-1	bad
547	SETBP1	SMS	UT380-185-2	bad
548	SETBP1	SMS	UT380-185-3	bad
549	SETBP1	SMS	UT380-185-4	bad
550	SETBP1	SMS	UT380-187	bad
536	SETBP1	HTS-IVT	YWC_B_AG40NACCATA	bad
537	SETBP1	HTS-IVT	YWC_B_CA40NTGCCGT	bad
538	SETBP1	HTS-IVT	YWH_A_TC40NGGCTGT	bad
531	SETBP1	AFS-IVT	YWH_B_AffSeq_H01_SETBP1_DBD_2	bad
539	SETBP1	HTS-LYS	YWL_A_CA40NTGCCGT	bad
533	SETBP1	HTS-GFPIVT	YWP_A_GA40NACTTTG	bad
529	SETBP1	AFS-GFPIVT	YWP_B_AffSeq_E5_SETBP1-DBD3	bad
534	SETBP1	HTS-GFPIVT	YWQ_A_CT40NCTACTT	bad
535	SETBP1	HTS-GFPIVT	YWQ_A_GT40NGGCATT	bad
1278	SETDB2	PBM	PBM13860	bad
1279	SETDB2	PBM	PBM13876	bad
1280	SETDB2	SMS	UT380-188	bad
1281	SETDB2	SMS	UT380-189	bad
1276	SETDB2	HTS-IVT	YWJ_A_CG40NTCTTGA	bad
1277	SETDB2	HTS-LYS	YWL_A_TG40NTCTTGC	bad
1273	SETDB2	AFS-LYS	YWL_B_AffSeq_H7_SETDB2	bad
1274	SETDB2	HTS-GFPIVT	YWP_A_AC40NGTTCGA	bad
1271	SETDB2	AFS-GFPIVT	YWP_B_AffSeq_A8_SETDB2-FL	bad
1275	SETDB2	HTS-GFPIVT	YWQ_A_CG40NTCTTGA	bad
1272	SETDB2	AFS-GFPIVT	YWQ_B_AffSeq_D3_SETDB2-DBD	bad
3676	SGSM2	CHS	THC_0132	bad
3677	SGSM2	CHS	THC_0180	bad
3686	SGSM2	SMS	UT380-190	bad
3679	SGSM2	HTS-IVT	YWC_A_TT40NTAGCAG	bad
3678	SGSM2	HTS-GFPIVT	YWP_A_GT40NGAAGTA	bad
3684	SGSM2	PBM	PBM13692	bad
3685	SGSM2	PBM	PBM13708	bad
3680	SGSM2	HTS-LYS	YWD_A_GT40NCATTCT	bad
3674	SGSM2	AFS-LYS	YWD_B_AffSeq_F10_SGSM2	bad
3681	SGSM2	HTS-LYS	YWG_A_CG40NTCTTGA	bad
3682	SGSM2	HTS-LYS	YWG_A_CT40NCTACTT	bad
3683	SGSM2	HTS-LYS	YWL_A_CA40NAGCGTA	bad
3675	SGSM2	AFS-LYS	YWL_B_AffSeq_C3_SGSM2	bad
3673	SGSM2	AFS-GFPIVT	YWP_B_AffSeq_F8_SGSM2-DBD	bad
3908	SKI	AFS-GFPIVT	YWP_B_AffSeq_F5_SKI-FL	bad
3909	SKI	HTS-GFPIVT	YWP_A_GT40NGGCATT	bad
257	SKIL	HTS-GFPIVT	YWP_A_AG40NCTTTTC	bad
258	SKIL	HTS-LYS	YWN_A_GT40NACGATC	bad
255	SKIL	AFS-LYS	YWN_B_AffSeq_F4_SKIL	bad
259	SKIL	HTS-LYS	YWO_A_GT40NACGATC	bad
256	SKIL	AFS-LYS	YWO_B_AffSeq_F4_SKIL	bad
149	SLC2A4RG	SMS	UT380-193	bad
146	SLC2A4RG	HTS-IVT	YWE_A_CA40NTGCCGT	bad
141	SLC2A4RG	CHS	THC_0322.Rep-DIANA_0293	good
142	SLC2A4RG	CHS	THC_0322.Rep-MICHELLE_0314	good
143	SLC2A4RG	CHS	THC_0355.Rep-DIANA_0293	good
144	SLC2A4RG	CHS	THC_0355.Rep-MICHELLE_0314	good
147	SLC2A4RG	HTS-IVT	YWF_A_CA40NTGCCGT	good
139	SLC2A4RG	AFS-IVT	YWF_B_AffSeq_C02_SLC2A4RG	good
148	SLC2A4RG	HTS-LYS	YWL_A_AA40NTATCGC	good
140	SLC2A4RG	AFS-LYS	YWL_B_AffSeq_A1_SLC2A4RG	good
145	SLC2A4RG	HTS-GFPIVT	YWP_A_CT40NGCGCTA	good
