ID	TF	Peaks	RawFiles	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	read_count	align_percent
EXP952497	PCGF6	PEAKS952497	/SELEX_RawData/Phase4/YWP/PCGF6-FL_GHTSELEX-Well-A9_eGFP-IVT_BatchYWPB_Cycle2_S489_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/PCGF6-FL_GHTSELEX-Well-A9_eGFP-IVT_BatchYWPB_Cycle2_S489_R2_001.fastq.gz	1602	1	74	16	75	0.00224299533858	0.000394717056789	0.023914841361335	0.005037341486642	0.99545	1.391647	0.995784	250.858054	1.091929	600136	961164	62.4
EXP952498	PCGF6	PEAKS952498	/SELEX_RawData/Phase4/YWP/PCGF6-FL_GHTSELEX-Well-A9_eGFP-IVT_BatchYWPB_Cycle3_S873_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/PCGF6-FL_GHTSELEX-Well-A9_eGFP-IVT_BatchYWPB_Cycle3_S873_R2_001.fastq.gz	10902	12	66	29	70	0.009226494718356	0.00524232654452	0.360567219732117	0.011323425336164	0.987605	8.64038	0.992309	175.278302	0.9651192	209440	473772	44.2
EXP952499	SAFB2	PEAKS952499	/SELEX_RawData/Phase4/YWP/SAFB2-FL_GHTSELEX-Well-B9_eGFP-IVT_BatchYWPB_Cycle1_S117_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SAFB2-FL_GHTSELEX-Well-B9_eGFP-IVT_BatchYWPB_Cycle1_S117_R2_001.fastq.gz	178	0	35	11	-280	0.000725954794304	0	7.64162941372327E-05	0.002538112626701	0.999929	1.063161	0.999929	14018.230769	0.7695929	398766	610954	65.3
EXP952500	SAFB2	PEAKS952500	/SELEX_RawData/Phase4/YWP/SAFB2-FL_GHTSELEX-Well-B9_eGFP-IVT_BatchYWPB_Cycle2_S501_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SAFB2-FL_GHTSELEX-Well-B9_eGFP-IVT_BatchYWPB_Cycle2_S501_R2_001.fastq.gz	1650	4	173	59	110	0.001654252554997	0.000837230786997	0.013519833708644	0.004959870662278	0.9993	1.133895	0.999322	1520.646018	0.4193579	859440	1530072	56.2
EXP952501	SAFB2	PEAKS952501	/SELEX_RawData/Phase4/YWP/SAFB2-FL_GHTSELEX-Well-B9_eGFP-IVT_BatchYWPB_Cycle3_S885_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SAFB2-FL_GHTSELEX-Well-B9_eGFP-IVT_BatchYWPB_Cycle3_S885_R2_001.fastq.gz	2254	12	286	132	90	0.00832402746983	0.001780252148441	0.038658445138563	0.008545210312515	0.996124	1.648519	0.996806	354.436047	0.5905952	524260	1058132	49.5
EXP952502	NFXL1	PEAKS952502	/SELEX_RawData/Phase4/YWP/NFXL1-DBD_GHTSELEX-Well-C9_eGFP-IVT_BatchYWPB_Cycle1_S129_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/NFXL1-DBD_GHTSELEX-Well-C9_eGFP-IVT_BatchYWPB_Cycle1_S129_R2_001.fastq.gz	210	0	41	14	70	0.001495255155669	0	0.003501265785305	0.003886182954091	0.999747	1.155305	0.999754	4197.9375	0.8776817	314588	480738	65.4
EXP952503	NFXL1	PEAKS952503	/SELEX_RawData/Phase4/YWP/NFXL1-DBD_GHTSELEX-Well-C9_eGFP-IVT_BatchYWPB_Cycle2_S513_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/NFXL1-DBD_GHTSELEX-Well-C9_eGFP-IVT_BatchYWPB_Cycle2_S513_R2_001.fastq.gz	335	2	63	36	80	0.004916279797611	0.000573783318554	0.013118773146941	0.004903239267644	0.99781	1.776262	0.997963	527.319444	0.6920991	273664	441346	62.0
EXP952504	NFXL1	PEAKS952504	/SELEX_RawData/Phase4/YWP/NFXL1-DBD_GHTSELEX-Well-C9_eGFP-IVT_BatchYWPB_Cycle3_S897_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/NFXL1-DBD_GHTSELEX-Well-C9_eGFP-IVT_BatchYWPB_Cycle3_S897_R2_001.fastq.gz	3804	10	86	23	420	0.017538325657687	0.020945050785439	0.065169389943852	0.005930225222383	0.978962	3.713654	0.990096	164.473118	0.3302649	112338	194806	57.7
EXP952505	ZBTB8B	PEAKS952505	/SELEX_RawData/Phase4/YWP/ZBTB8B-FL_GHTSELEX-Well-D9_eGFP-IVT_BatchYWPB_Cycle1_S141_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZBTB8B-FL_GHTSELEX-Well-D9_eGFP-IVT_BatchYWPB_Cycle1_S141_R2_001.fastq.gz	130	0	40	3	80	0.000452114208647	0	0.002429156002391	0.002904259069105	0.999861	1.131756	0.999861	7211.833333	0.9925825	287688	450328	63.9
EXP952506	ZBTB8B	PEAKS952506	/SELEX_RawData/Phase4/YWP/ZBTB8B-FL_GHTSELEX-Well-D9_eGFP-IVT_BatchYWPB_Cycle2_S525_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZBTB8B-FL_GHTSELEX-Well-D9_eGFP-IVT_BatchYWPB_Cycle2_S525_R2_001.fastq.gz	2632	2	198	73	70	0.00318170326144	0.000622338046247	0.026418250063206	0.006009451759077	0.998064	1.510485	0.998155	568.698661	0.9378711	763714	1264938	60.4
EXP952507	ZBTB8B	PEAKS952507	/SELEX_RawData/Phase4/YWP/ZBTB8B-FL_GHTSELEX-Well-D9_eGFP-IVT_BatchYWPB_Cycle3_S909_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZBTB8B-FL_GHTSELEX-Well-D9_eGFP-IVT_BatchYWPB_Cycle3_S909_R2_001.fastq.gz	24453	28	274	111	90	0.018236328947694	0.009204886146832	0.417007358953393	0.01710894719889	0.98689	4.798792	0.991072	144.541436	0.6379233	470338	976266	48.2
EXP952508	PCGF2	PEAKS952508	/SELEX_RawData/Phase4/YWP/PCGF2-FL_GHTSELEX-Well-E9_eGFP-IVT_BatchYWPB_Cycle1_S153_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/PCGF2-FL_GHTSELEX-Well-E9_eGFP-IVT_BatchYWPB_Cycle1_S153_R2_001.fastq.gz	99	0	42	12	75	0.001701539069533	0	0.002349221683097	0.002942015939579	0.99968	1.156797	0.99968	3121.827586	0.66262	228586	329846	69.3
EXP952509	PCGF2	PEAKS952509	/SELEX_RawData/Phase4/YWP/PCGF2-FL_GHTSELEX-Well-E9_eGFP-IVT_BatchYWPB_Cycle2_S537_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/PCGF2-FL_GHTSELEX-Well-E9_eGFP-IVT_BatchYWPB_Cycle2_S537_R2_001.fastq.gz	337	1	31	12	85	0.002899130260922	0.000583158385818	0.014478989636442	0.003315671965077	0.997254	2.266033	0.997548	446.669173	1.160324	268702	436322	61.6
EXP952510	PCGF2	PEAKS952510	/SELEX_RawData/Phase4/YWP/PCGF2-FL_GHTSELEX-Well-E9_eGFP-IVT_BatchYWPB_Cycle3_S921_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/PCGF2-FL_GHTSELEX-Well-E9_eGFP-IVT_BatchYWPB_Cycle3_S921_R2_001.fastq.gz	2593	4	47	12	95	0.016455696202532	0.007789678675755	0.311392405063291	0.020934761441091	0.991977	19.15042	0.993984	223.955556	0.3801797	91494	197884	46.2
EXP952511	USF3	PEAKS952511	/SELEX_RawData/Phase4/YWP/USF3-DBD_GHTSELEX-Well-F9_eGFP-IVT_BatchYWPB_Cycle1_S165_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/USF3-DBD_GHTSELEX-Well-F9_eGFP-IVT_BatchYWPB_Cycle1_S165_R2_001.fastq.gz	603	0	72	7	65	0.000347236314605	0	0.006065361599271	0.003549025709016	0.999855	1.232869	0.999855	6898.71875	1.053412	480818	786584	61.1
EXP952512	USF3	PEAKS952512	/SELEX_RawData/Phase4/YWP/USF3-DBD_GHTSELEX-Well-F9_eGFP-IVT_BatchYWPB_Cycle2_S549_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/USF3-DBD_GHTSELEX-Well-F9_eGFP-IVT_BatchYWPB_Cycle2_S549_R2_001.fastq.gz	39762	4487	13477	5950	195	0.401606586684731	0.35793853443058	0.365229904638979	0.03275304341552	0.966509	2.543548	0.970306	37.359105	0.02454428	1878232	2395986	78.4
EXP952513	USF3	PEAKS952513	/SELEX_RawData/Phase4/YWP/USF3-DBD_GHTSELEX-Well-F9_eGFP-IVT_BatchYWPB_Cycle3_S933_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/USF3-DBD_GHTSELEX-Well-F9_eGFP-IVT_BatchYWPB_Cycle3_S933_R2_001.fastq.gz	24058	3037	8705	3207	-10	0.417941679693751	0	0.723840179219852	0.19424305461528	0.958314	4.406557	0.966983	36.397244	0.03412884	1941778	2567512	75.6
EXP952514	SNAPC2	PEAKS952514	/SELEX_RawData/Phase4/YWP/SNAPC2-FL_GHTSELEX-Well-G9_eGFP-IVT_BatchYWPB_Cycle1_S177_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SNAPC2-FL_GHTSELEX-Well-G9_eGFP-IVT_BatchYWPB_Cycle1_S177_R2_001.fastq.gz	531	1	57	10	75	0.000697562569527	0.000110141458346	0.004849895549184	0.003781523403224	0.99983	1.150444	0.99983	5891.913043	0.6711107	606976	934072	65.0
EXP952515	SNAPC2	PEAKS952515	/SELEX_RawData/Phase4/YWP/SNAPC2-FL_GHTSELEX-Well-G9_eGFP-IVT_BatchYWPB_Cycle2_S561_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SNAPC2-FL_GHTSELEX-Well-G9_eGFP-IVT_BatchYWPB_Cycle2_S561_R2_001.fastq.gz	10467	77	1796	882	170	0.02119909812275	0.004337481470409	0.056045940929532	0.01300497029037	0.996417	1.433542	0.996588	306.97678	0.282698	1131180	2018066	56.1
EXP952516	SNAPC2	PEAKS952516	/SELEX_RawData/Phase4/YWP/SNAPC2-FL_GHTSELEX-Well-G9_eGFP-IVT_BatchYWPB_Cycle3_S945_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SNAPC2-FL_GHTSELEX-Well-G9_eGFP-IVT_BatchYWPB_Cycle3_S945_R2_001.fastq.gz	36631	215	1179	626	75	0.067159487688311	0.026835013519757	0.502412348802157	0.058456854175977	0.982556	14.26235	0.986417	89.756338	1.093692	542368	1341984	40.4
EXP952517	ZNF131	PEAKS952517	/SELEX_RawData/Phase4/YWP/ZNF131-DBD_GHTSELEX-Well-H9_eGFP-IVT_BatchYWPB_Cycle1_S189_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZNF131-DBD_GHTSELEX-Well-H9_eGFP-IVT_BatchYWPB_Cycle1_S189_R2_001.fastq.gz	5	0	56	12	70	0.000302813883731	0	8.28453078131695E-05	0.00343665190687	0.999954	1.177442	0.999954	21783.875	1.044408	753078	1214266	62.0
EXP952518	ZNF131	PEAKS952518	/SELEX_RawData/Phase4/YWP/ZNF131-DBD_GHTSELEX-Well-H9_eGFP-IVT_BatchYWPB_Cycle2_S573_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZNF131-DBD_GHTSELEX-Well-H9_eGFP-IVT_BatchYWPB_Cycle2_S573_R2_001.fastq.gz	8102	422	2647	1478	0	0.040642674688949	9.79687025837453E-05	0.078470541289029	0.020726354297839	0.996561	1.36156	0.99712	402.329126	0.1052547	1221134	2195814	55.6
EXP952519	ZNF131	PEAKS952519	/SELEX_RawData/Phase4/YWP/ZNF131-DBD_GHTSELEX-Well-H9_eGFP-IVT_BatchYWPB_Cycle3_S957_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZNF131-DBD_GHTSELEX-Well-H9_eGFP-IVT_BatchYWPB_Cycle3_S957_R2_001.fastq.gz	16437	391	1338	678	70	0.263198163733741	0.2112070535942	0.626407257623784	0.214510389720795	0.911244	102.2951	0.966154	53.601481	0.9766105	1365130	2212050	61.7
EXP952520	ZMAT1	PEAKS952520	/SELEX_RawData/Phase4/YWP/ZMAT1-FL_GHTSELEX-Well-A10_eGFP-IVT_BatchYWPB_Cycle1_S106_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZMAT1-FL_GHTSELEX-Well-A10_eGFP-IVT_BatchYWPB_Cycle1_S106_R2_001.fastq.gz	24	0	80	18	75	0.000433807936989	0	0.000564677370494	0.003766131475311	0.999766	1.161755	0.999766	4277.770833	0.9832724	931984	1580894	59.0
EXP952521	ZMAT1	PEAKS952521	/SELEX_RawData/Phase4/YWP/ZMAT1-FL_GHTSELEX-Well-A10_eGFP-IVT_BatchYWPB_Cycle2_S490_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZMAT1-FL_GHTSELEX-Well-A10_eGFP-IVT_BatchYWPB_Cycle2_S490_R2_001.fastq.gz	4386	8	449	207	80	0.005209748628898	0.001086946993803	0.035802047083505	0.008400463997803	0.998223	1.57973	0.998258	585.889465	0.9716608	907778	1683888	53.9
EXP952522	ZMAT1	PEAKS952522	/SELEX_RawData/Phase4/YWP/ZMAT1-FL_GHTSELEX-Well-A10_eGFP-IVT_BatchYWPB_Cycle3_S874_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZMAT1-FL_GHTSELEX-Well-A10_eGFP-IVT_BatchYWPB_Cycle3_S874_R2_001.fastq.gz	27456	53	437	217	80	0.030439251386426	0.01222087940635	0.456385465963383	0.030416661960536	0.98769	8.716407	0.990581	128.518629	0.656062	458958	1143304	40.1
EXP952523	SALL3	PEAKS952523	/SELEX_RawData/Phase4/YWP/SALL3-DBD2_GHTSELEX-Well-B10_eGFP-IVT_BatchYWPB_Cycle1_S118_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SALL3-DBD2_GHTSELEX-Well-B10_eGFP-IVT_BatchYWPB_Cycle1_S118_R2_001.fastq.gz	390	2	46	10	95	0.000814868507701	0.000383746215836	0.004529152868385	0.003145771448334	0.999634	1.343385	0.999662	3181.530303	1.01756	493506	791336	62.4
EXP952524	SALL3	PEAKS952524	/SELEX_RawData/Phase4/YWP/SALL3-DBD2_GHTSELEX-Well-B10_eGFP-IVT_BatchYWPB_Cycle2_S502_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SALL3-DBD2_GHTSELEX-Well-B10_eGFP-IVT_BatchYWPB_Cycle2_S502_R2_001.fastq.gz	3500	25	744	168	80	0.012557420775207	0.00751497703169	0.059243421748979	0.022257033383433	0.994042	3.241839	0.996524	380.95581	0.9332956	781406	1314504	59.4
EXP952525	SALL3	PEAKS952525	/SELEX_RawData/Phase4/YWP/SALL3-DBD2_GHTSELEX-Well-B10_eGFP-IVT_BatchYWPB_Cycle3_S886_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SALL3-DBD2_GHTSELEX-Well-B10_eGFP-IVT_BatchYWPB_Cycle3_S886_R2_001.fastq.gz	30847	43	445	141	115	0.041734555075562	0.029058730324818	0.609441097774257	0.032975081839788	0.987712	4.944099	0.991514	144.236726	0.3673376	467764	1114562	42.0
EXP952526	SNAPC5	PEAKS952526	/SELEX_RawData/Phase4/YWP/SNAPC5-FL_GHTSELEX-Well-C10_eGFP-IVT_BatchYWPB_Cycle1_S130_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SNAPC5-FL_GHTSELEX-Well-C10_eGFP-IVT_BatchYWPB_Cycle1_S130_R2_001.fastq.gz	253	1	49	10	150	0.00117733497393	0.000230155709189	0.003655934919047	0.002717607796967	0.999136	1.0553	0.999162	1232.307692	0.2009865	357968	538290	66.5
EXP952527	SNAPC5	PEAKS952527	/SELEX_RawData/Phase4/YWP/SNAPC5-FL_GHTSELEX-Well-C10_eGFP-IVT_BatchYWPB_Cycle2_S514_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SNAPC5-FL_GHTSELEX-Well-C10_eGFP-IVT_BatchYWPB_Cycle2_S514_R2_001.fastq.gz	427	7	64	20	80	0.003948977808842	0.001514357271827	0.013489428621352	0.00560312190576	0.996741	2.134412	0.99713	388.908257	0.857824	400370	615926	65.0
EXP952528	SNAPC5	PEAKS952528	/SELEX_RawData/Phase4/YWP/SNAPC5-FL_GHTSELEX-Well-C10_eGFP-IVT_BatchYWPB_Cycle3_S898_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SNAPC5-FL_GHTSELEX-Well-C10_eGFP-IVT_BatchYWPB_Cycle3_S898_R2_001.fastq.gz	3610	15	64	16	70	0.026336665080121	0.034110740917024	0.370696493733143	0.050134856417579	0.993069	37.48221	0.995026	253.142857	0.4587467	173258	365108	47.5
EXP952529	HSFX2	PEAKS952529	/SELEX_RawData/Phase4/YWP/HSFX2-FL_GHTSELEX-Well-D10_eGFP-IVT_BatchYWPB_Cycle1_S142_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/HSFX2-FL_GHTSELEX-Well-D10_eGFP-IVT_BatchYWPB_Cycle1_S142_R2_001.fastq.gz	310	0	51	11	80	0.001243157299414	0	0.003473370823685	0.003569408726644	0.99963	1.04546	0.99963	2701.086957	0.5191839	436124	715838	60.9
EXP952530	HSFX2	PEAKS952530	/SELEX_RawData/Phase4/YWP/HSFX2-FL_GHTSELEX-Well-D10_eGFP-IVT_BatchYWPB_Cycle2_S526_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/HSFX2-FL_GHTSELEX-Well-D10_eGFP-IVT_BatchYWPB_Cycle2_S526_R2_001.fastq.gz	4116	8	190	61	70	0.001627279216499	0.000888849992205	0.027756734064287	0.005844530564133	0.996409	1.328091	0.99657	304.745148	1.012419	1095684	1877316	58.4
EXP952531	HSFX2	PEAKS952531	/SELEX_RawData/Phase4/YWP/HSFX2-FL_GHTSELEX-Well-D10_eGFP-IVT_BatchYWPB_Cycle3_S910_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/HSFX2-FL_GHTSELEX-Well-D10_eGFP-IVT_BatchYWPB_Cycle3_S910_R2_001.fastq.gz	43810	51	277	135	75	0.015058856799463	0.006624483014599	0.38579659938492	0.01478313125243	0.991242	3.311992	0.993739	200.535456	0.6116391	533942	1209772	44.1
EXP952532	THAP5	PEAKS952532	/SELEX_RawData/Phase4/YWP/THAP5-FL_GHTSELEX-Well-E10_eGFP-IVT_BatchYWPB_Cycle1_S154_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/THAP5-FL_GHTSELEX-Well-E10_eGFP-IVT_BatchYWPB_Cycle1_S154_R2_001.fastq.gz	10	1	66	15	85	0.000414548815103	6.3370519506238E-05	0.000150504983827	0.003664928378111	0.999727	1.089084	0.999732	3804.767677	0.6725623	867182	1435066	60.4
EXP952533	THAP5	PEAKS952533	/SELEX_RawData/Phase4/YWP/THAP5-FL_GHTSELEX-Well-E10_eGFP-IVT_BatchYWPB_Cycle2_S538_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/THAP5-FL_GHTSELEX-Well-E10_eGFP-IVT_BatchYWPB_Cycle2_S538_R2_001.fastq.gz	2843	7	200	76	70	0.002427529214281	0.000787655755698	0.018650655303764	0.005128801084641	0.998458	1.283562	0.998505	686.812165	0.9391194	966202	1769210	54.6
EXP952534	THAP5	PEAKS952534	/SELEX_RawData/Phase4/YWP/THAP5-FL_GHTSELEX-Well-E10_eGFP-IVT_BatchYWPB_Cycle3_S922_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/THAP5-FL_GHTSELEX-Well-E10_eGFP-IVT_BatchYWPB_Cycle3_S922_R2_001.fastq.gz	2488	33	328	154	115	0.011533420707733	0.004718217562254	0.04346876365225	0.007907383136741	0.994628	1.64665	0.995737	273.602428	0.2425846	677116	1545798	43.8
EXP952535	GTF2IRD2	PEAKS952535	/SELEX_RawData/Phase4/YWP/GTF2IRD2-DBD_GHTSELEX-Well-F10_eGFP-IVT_BatchYWPB_Cycle1_S166_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/GTF2IRD2-DBD_GHTSELEX-Well-F10_eGFP-IVT_BatchYWPB_Cycle1_S166_R2_001.fastq.gz	20	0	76	14	85	0.000518630003254	0	0.000442360885129	0.003246522128213	0.999676	1.140033	0.999676	3081.653543	0.8352464	897666	1443842	62.2
EXP952536	GTF2IRD2	PEAKS952536	/SELEX_RawData/Phase4/YWP/GTF2IRD2-DBD_GHTSELEX-Well-F10_eGFP-IVT_BatchYWPB_Cycle2_S550_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/GTF2IRD2-DBD_GHTSELEX-Well-F10_eGFP-IVT_BatchYWPB_Cycle2_S550_R2_001.fastq.gz	6699	30	931	454	70	0.008697000763354	0.001313210860979	0.040038832370245	0.01070709959657	0.998453	1.541122	0.998514	697.617564	1.075776	1280900	2161724	59.3
EXP952537	GTF2IRD2	PEAKS952537	/SELEX_RawData/Phase4/YWP/GTF2IRD2-DBD_GHTSELEX-Well-F10_eGFP-IVT_BatchYWPB_Cycle3_S934_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/GTF2IRD2-DBD_GHTSELEX-Well-F10_eGFP-IVT_BatchYWPB_Cycle3_S934_R2_001.fastq.gz	5098	108	936	495	125	0.025513097202827	0.009923405695908	0.073974863526723	0.016410647031442	0.994684	2.235551	0.995639	261.931384	0.3598269	749816	1561602	48.0
EXP952538	NCOA2	PEAKS952538	/SELEX_RawData/Phase4/YWP/NCOA2-DBD_GHTSELEX-Well-G10_eGFP-IVT_BatchYWPB_Cycle1_S178_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/NCOA2-DBD_GHTSELEX-Well-G10_eGFP-IVT_BatchYWPB_Cycle1_S178_R2_001.fastq.gz	353	1	49	8	-85	0.000575189177479	0	0.000418319401803	0.002054247062427	0.999083	1.068158	0.99909	1107.183333	0.6309795	428898	630618	68.0
EXP952539	NCOA2	PEAKS952539	/SELEX_RawData/Phase4/YWP/NCOA2-DBD_GHTSELEX-Well-G10_eGFP-IVT_BatchYWPB_Cycle2_S562_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/NCOA2-DBD_GHTSELEX-Well-G10_eGFP-IVT_BatchYWPB_Cycle2_S562_R2_001.fastq.gz	2394	8	110	33	75	0.004327060456382	0.001306282401927	0.037695577884172	0.006041556108911	0.989486	1.56123	0.991374	134.756452	0.7298652	974028	1601368	60.8
EXP952540	NCOA2	PEAKS952540	/SELEX_RawData/Phase4/YWP/NCOA2-DBD_GHTSELEX-Well-G10_eGFP-IVT_BatchYWPB_Cycle3_S946_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/NCOA2-DBD_GHTSELEX-Well-G10_eGFP-IVT_BatchYWPB_Cycle3_S946_R2_001.fastq.gz	11238	40	179	56	80	0.018324246658925	0.02007597378314	0.353809514436987	0.024976873265495	0.966292	12.267	0.981892	77.690438	0.3966818	431502	974146	44.3
EXP952541	MBD4	PEAKS952541	/SELEX_RawData/Phase4/YWP/MBD4-DBD_GHTSELEX-Well-H10_eGFP-IVT_BatchYWPB_Cycle1_S190_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/MBD4-DBD_GHTSELEX-Well-H10_eGFP-IVT_BatchYWPB_Cycle1_S190_R2_001.fastq.gz	4865	23	558	456	85	0.006249536155159	0.000389629666279	0.0231025653712	0.006325297479158	0.999387	1.245003	0.999391	1654.503856	0.9678615	1491444	2467744	60.4
EXP952542	MBD4	PEAKS952542	/SELEX_RawData/Phase4/YWP/MBD4-DBD_GHTSELEX-Well-H10_eGFP-IVT_BatchYWPB_Cycle2_S574_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/MBD4-DBD_GHTSELEX-Well-H10_eGFP-IVT_BatchYWPB_Cycle2_S574_R2_001.fastq.gz	2266	903	1677	1432	145	0.302305676970018	0.225902768249737	0.44486041148069	0.120079447526085	0.911647	8.330688	0.942192	23.734624	1.288171	419610	955522	43.9
EXP952543	MBD4	PEAKS952543	/SELEX_RawData/Phase4/YWP/MBD4-DBD_GHTSELEX-Well-H10_eGFP-IVT_BatchYWPB_Cycle3_S958_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/MBD4-DBD_GHTSELEX-Well-H10_eGFP-IVT_BatchYWPB_Cycle3_S958_R2_001.fastq.gz	1132	534	823	871	120	0.400757589893825	0.407073948983971	0.787212405068015	0.171782575432442	0.6655	4.082378	0.888679	16.795388	1.049852	381862	1186346	32.2
EXP952544	ZNF142	PEAKS952544	/SELEX_RawData/Phase4/YWP/ZNF142-DBD2_GHTSELEX-Well-A11_eGFP-IVT_BatchYWPB_Cycle1_S107_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZNF142-DBD2_GHTSELEX-Well-A11_eGFP-IVT_BatchYWPB_Cycle1_S107_R2_001.fastq.gz	9	0	42	5	75	7.788465282916E-05	0	0.000175240468866	0.003802440014909	0.999844	1.094165	0.999846	6626.111111	0.7617571	801694	1506600	53.2
EXP952545	ZNF142	PEAKS952545	/SELEX_RawData/Phase4/YWP/ZNF142-DBD2_GHTSELEX-Well-A11_eGFP-IVT_BatchYWPB_Cycle2_S491_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZNF142-DBD2_GHTSELEX-Well-A11_eGFP-IVT_BatchYWPB_Cycle2_S491_R2_001.fastq.gz	2077	3	156	43	70	0.001253559622787	0.000681157968547	0.015300296217856	0.005143028863353	0.999151	1.293277	0.999165	1213.031469	0.9373132	834284	1562804	53.4
EXP952546	ZNF142	PEAKS952546	/SELEX_RawData/Phase4/YWP/ZNF142-DBD2_GHTSELEX-Well-A11_eGFP-IVT_BatchYWPB_Cycle3_S875_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/ZNF142-DBD2_GHTSELEX-Well-A11_eGFP-IVT_BatchYWPB_Cycle3_S875_R2_001.fastq.gz	2275	28	299	131	65	0.012222949535981	0.004319020206408	0.046768993594881	0.013874699473275	0.995208	3.219373	0.996336	325.224242	1.108937	725392	1520694	47.7
EXP952547	SMYD3	PEAKS952547	/SELEX_RawData/Phase4/YWP/SMYD3-FL_GHTSELEX-Well-B11_eGFP-IVT_BatchYWPB_Cycle1_S119_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SMYD3-FL_GHTSELEX-Well-B11_eGFP-IVT_BatchYWPB_Cycle1_S119_R2_001.fastq.gz	8	0	61	10	105	0.000384201198035	0	0.000269221277455	0.003853229533574	0.999806	1.064774	0.999806	5141.942029	0.4940723	806480	1396904	57.7
EXP952548	SMYD3	PEAKS952548	/SELEX_RawData/Phase4/YWP/SMYD3-FL_GHTSELEX-Well-B11_eGFP-IVT_BatchYWPB_Cycle2_S503_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SMYD3-FL_GHTSELEX-Well-B11_eGFP-IVT_BatchYWPB_Cycle2_S503_R2_001.fastq.gz	1805	4	176	68	65	0.002052577772834	0.000680661274346	0.012940509674925	0.005861102724234	0.999254	1.274853	0.999278	1425.56654	0.9898907	911624	1593202	57.2
EXP952549	SMYD3	PEAKS952549	/SELEX_RawData/Phase4/YWP/SMYD3-FL_GHTSELEX-Well-B11_eGFP-IVT_BatchYWPB_Cycle3_S887_R1_001.fastq.gz;/SELEX_RawData/Phase4/YWP/SMYD3-FL_GHTSELEX-Well-B11_eGFP-IVT_BatchYWPB_Cycle3_S887_R2_001.fastq.gz	2377	6	224	104	65	0.00374293612545	0.001043781751759	0.027183175542889	0.007306472262315	0.998073	1.708356	0.998262	619.959184	1.055304	702204	1462518	48.0
