EXP_ID	TF	ReadsID	FilePath	Peaks (/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.1/peaks-interval/)	macs2-pemode-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_CPICS	QC.FRiP_GEM	QC.FRiP_MACS2-PEMODE	QC.FRiP_SISSRS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	readAlignedCount	alignPercent	readCount
EXP992151	LEUTX	READS992302,READS992303	DIANA_0293/Sample_13818_LEUTX_ChIP1_IGO_10521_B_173/13818_LEUTX_ChIP1_IGO_10521_B_173_S83_R1_001.fastq.gz,DIANA_0293/Sample_13818_LEUTX_ChIP1_IGO_10521_B_173/13818_LEUTX_ChIP1_IGO_10521_B_173_S83_R2_001.fastq.gz	PEAKS992140	1506	116	1293	6113	210	7.24E-03	2.47E-04	2.85E-03	9.53E-04	0.99869	1.01354	0.99885	914.51399	38718.00000	17588218	90.35612861	19465440
EXP992152	LEUTX	READS992304,READS992305	DIANA_0293/Sample_13818_LEUTX_ChIP2_IGO_10521_B_30/13818_LEUTX_ChIP2_IGO_10521_B_30_S55_R1_001.fastq.gz,DIANA_0293/Sample_13818_LEUTX_ChIP2_IGO_10521_B_30/13818_LEUTX_ChIP2_IGO_10521_B_30_S55_R2_001.fastq.gz	PEAKS992141	962	3	384	6921	215	6.81E-03	7.68E-06	1.76E-03	2.76E-04	0.99884	1.00918	0.99895	998.60223	1.01026	17055484	89.84134222	18984004
EXP992153	MKX	READS992306,READS992307	DIANA_0293/Sample_13819_MKX_ChIP1_IGO_10521_B_180/13819_MKX_ChIP1_IGO_10521_B_180_S148_R1_001.fastq.gz,DIANA_0293/Sample_13819_MKX_ChIP1_IGO_10521_B_180/13819_MKX_ChIP1_IGO_10521_B_180_S148_R2_001.fastq.gz	PEAKS992142	19027	2876	7250	45043	240	5.22E-02	6.38E-03	4.25E-02	7.49E-03	0.99843	1.04271	0.99847	661.30081	1.92843	16383730	91.2716381	17950516
EXP992154	MKX	READS992308,READS992309	DIANA_0293/Sample_13819_MKX_ChIP2_IGO_10521_B_38/13819_MKX_ChIP2_IGO_10521_B_38_S134_R1_001.fastq.gz,DIANA_0293/Sample_13819_MKX_ChIP2_IGO_10521_B_38/13819_MKX_ChIP2_IGO_10521_B_38_S134_R2_001.fastq.gz	PEAKS992143	13118	2079	4385	9581	170	1.22E-02	2.94E-03	2.25E-02	3.67E-03	0.99818	1.02614	0.99831	609.78501	1.53375	23004380	90.88957313	25310252
EXP992155	NANOGNB	READS992310,READS992311	DIANA_0293/Sample_13820_NANOGNB_ChIP1_IGO_10521_B_101/13820_NANOGNB_ChIP1_IGO_10521_B_101_S93_R1_001.fastq.gz,DIANA_0293/Sample_13820_NANOGNB_ChIP1_IGO_10521_B_101/13820_NANOGNB_ChIP1_IGO_10521_B_101_S93_R2_001.fastq.gz	PEAKS992144	18	0	58	3404	210	3.45E-03	0.00E+00	3.42E-05	3.58E-05	0.99894	1.00885	0.99908	1156.73725	1.02302	15584106	89.4786994	17416554
EXP992156	NANOGNB	READS992312,READS992313	DIANA_0293/Sample_13820_NANOGNB_ChIP2_IGO_10521_B_46/13820_NANOGNB_ChIP2_IGO_10521_B_46_S6_R1_001.fastq.gz,DIANA_0293/Sample_13820_NANOGNB_ChIP2_IGO_10521_B_46/13820_NANOGNB_ChIP2_IGO_10521_B_46_S6_R2_001.fastq.gz	PEAKS992145	7	0	3	328	150	3.34E-04	0.00E+00	4.37E-05	7.28E-07	0.99885	1.01113	0.99895	998.05196	1.30687	18064102	89.61016129	20158542
EXP992157	TPRX	READS992314,READS992315	DIANA_0293/Sample_13821_TPRX_ChIP1_IGO_10521_B_109/13821_TPRX_ChIP1_IGO_10521_B_109_S150_R1_001.fastq.gz,DIANA_0293/Sample_13821_TPRX_ChIP1_IGO_10521_B_109/13821_TPRX_ChIP1_IGO_10521_B_109_S150_R2_001.fastq.gz	PEAKS992146	81012	36999	30556	103721	230	1.75E-01	8.96E-02	1.76E-01	3.30E-02	0.99389	1.32630	0.99420	179.24469	3.14985	19394952	92.03105423	21074356
EXP992158	TPRX	READS992316,READS992317	DIANA_0293/Sample_13821_TPRX_ChIP2_IGO_10521_B_54/13821_TPRX_ChIP2_IGO_10521_B_54_S12_R1_001.fastq.gz,DIANA_0293/Sample_13821_TPRX_ChIP2_IGO_10521_B_54/13821_TPRX_ChIP2_IGO_10521_B_54_S12_R2_001.fastq.gz	PEAKS992147	110618	36593	38016	129857	215	2.26E-01	9.22E-02	2.53E-01	4.42E-02	0.99412	1.36380	0.99432	180.43929	2.49239	15955280	92.40508939	17266668
EXP992159	ZHX2	READS992318,READS992319	DIANA_0293/Sample_13822_ZHX2_ChIP1_IGO_10521_B_117/13822_ZHX2_ChIP1_IGO_10521_B_117_S179_R1_001.fastq.gz,DIANA_0293/Sample_13822_ZHX2_ChIP1_IGO_10521_B_117/13822_ZHX2_ChIP1_IGO_10521_B_117_S179_R2_001.fastq.gz	PEAKS992148	6	0	20	1082	135	1.53E-03	0.00E+00	2.81E-05	2.06E-05	0.99891	1.02098	0.99905	1138.46260	1.34773	11718006	83.33585327	14061182
EXP992160	ZHX2	READS992320,READS992321	DIANA_0293/Sample_13822_ZHX2_ChIP2_IGO_10521_B_62/13822_ZHX2_ChIP2_IGO_10521_B_62_S19_R1_001.fastq.gz,DIANA_0293/Sample_13822_ZHX2_ChIP2_IGO_10521_B_62/13822_ZHX2_ChIP2_IGO_10521_B_62_S19_R2_001.fastq.gz	PEAKS992149	27	0	43	1445	160	1.37E-03	0.00E+00	9.22E-05	2.96E-05	0.99877	1.00995	0.99894	1005.62442	1.27008	18359912	89.78006517	20449876
EXP992161	ZHX3	READS992322,READS992323	DIANA_0293/Sample_13823_ZHX3_ChIP1_IGO_10521_B_125/13823_ZHX3_ChIP1_IGO_10521_B_125_S105_R1_001.fastq.gz,DIANA_0293/Sample_13823_ZHX3_ChIP1_IGO_10521_B_125/13823_ZHX3_ChIP1_IGO_10521_B_125_S105_R2_001.fastq.gz	PEAKS992150	12	5	20	1043	145	1.02E-03	1.57E-05	4.20E-05	1.17E-05	0.99876	1.00931	0.99896	1029.35408	1.21988	17989798	89.62385259	20072556
EXP992162	ZHX3	READS992324,READS992325	DIANA_0293/Sample_13823_ZHX3_ChIP2_IGO_10521_B_70/13823_ZHX3_ChIP2_IGO_10521_B_70_S26_R1_001.fastq.gz,DIANA_0293/Sample_13823_ZHX3_ChIP2_IGO_10521_B_70/13823_ZHX3_ChIP2_IGO_10521_B_70_S26_R2_001.fastq.gz	PEAKS992151	5	0	2	3230	155	2.93E-03	0.00E+00	3.76E-05	1.99E-06	0.99896	1.01147	0.99913	1250.25619	1.32556	14547930	88.3168207	16472434
EXP992163	SON	READS992326,READS992327	DIANA_0293/Sample_13890_SON_ChIP1_IGO_10521_B_132/13890_SON_ChIP1_IGO_10521_B_132_S154_R1_001.fastq.gz,DIANA_0293/Sample_13890_SON_ChIP1_IGO_10521_B_132/13890_SON_ChIP1_IGO_10521_B_132_S154_R2_001.fastq.gz	PEAKS992152	5	0	6	2079	150	1.78E-03	0.00E+00	1.15E-05	4.72E-06	0.99885	1.01092	0.99904	1114.57802	1.24995	16742790	89.84902084	18634360
EXP992164	SON	READS992328,READS992329	DIANA_0293/Sample_13890_SON_ChIP2_IGO_10521_B_78/13890_SON_ChIP2_IGO_10521_B_78_S33_R1_001.fastq.gz,DIANA_0293/Sample_13890_SON_ChIP2_IGO_10521_B_78/13890_SON_ChIP2_IGO_10521_B_78_S33_R2_001.fastq.gz	PEAKS992153	5	0	5	289	165	2.93E-04	0.00E+00	1.20E-05	1.84E-06	0.99879	1.00689	0.99898	1037.55072	0.97255	17936592	89.96578544	19937126
EXP992165	TCF20	READS992330,READS992331	DIANA_0293/Sample_13891_TCF20_ChIP1_IGO_10521_B_139/13891_TCF20_ChIP1_IGO_10521_B_139_S65_R1_001.fastq.gz,DIANA_0293/Sample_13891_TCF20_ChIP1_IGO_10521_B_139/13891_TCF20_ChIP1_IGO_10521_B_139_S65_R2_001.fastq.gz	PEAKS992154	71	0	149	4110	155	4.32E-03	0.00E+00	1.14E-04	8.80E-05	0.99884	1.00865	0.99905	1119.19248	1.07828	15481134	90.49565892	17107046
EXP992166	TCF20	READS992332,READS992333	DIANA_0293/Sample_13891_TCF20_ChIP2_IGO_10521_B_86/13891_TCF20_ChIP2_IGO_10521_B_86_S128_R1_001.fastq.gz,DIANA_0293/Sample_13891_TCF20_ChIP2_IGO_10521_B_86/13891_TCF20_ChIP2_IGO_10521_B_86_S128_R2_001.fastq.gz	PEAKS992155	9	0	28	3267	150	2.99E-03	0.00E+00	5.11E-05	1.62E-05	0.99890	1.01055	0.99902	1078.25660	1.22265	16359372	89.77955529	18221712
EXP992167	TET2	READS992334,READS992335	DIANA_0293/Sample_13892_TET2_ChIP1_IGO_10521_B_146/13892_TET2_ChIP1_IGO_10521_B_146_S140_R1_001.fastq.gz,DIANA_0293/Sample_13892_TET2_ChIP1_IGO_10521_B_146/13892_TET2_ChIP1_IGO_10521_B_146_S140_R2_001.fastq.gz	PEAKS992156	3	0	1	171	140	1.68E-04	0.00E+00	1.08E-05	1.09E-06	0.99875	1.00789	0.99894	1001.04776	1.06421	18075814	89.87768732	20111570
EXP992168	TET2	READS992336,READS992337	DIANA_0293/Sample_13892_TET2_ChIP2_IGO_10521_B_94/13892_TET2_ChIP2_IGO_10521_B_94_S121_R1_001.fastq.gz,DIANA_0293/Sample_13892_TET2_ChIP2_IGO_10521_B_94/13892_TET2_ChIP2_IGO_10521_B_94_S121_R2_001.fastq.gz	PEAKS992157	167	14	155	2191	165	2.49E-03	3.07E-05	3.90E-04	1.34E-04	0.99894	1.00864	0.99913	1237.97639	1.10598	14644106	89.36503926	16386840
EXP992169	TMF1	READS992338,READS992339	DIANA_0293/Sample_13894_TMF1_ChIP1_IGO_10521_B_153/13894_TMF1_ChIP1_IGO_10521_B_153_S142_R1_001.fastq.gz,DIANA_0293/Sample_13894_TMF1_ChIP1_IGO_10521_B_153/13894_TMF1_ChIP1_IGO_10521_B_153_S142_R2_001.fastq.gz	PEAKS992158	8	0	1	32	155	3.07E-05	0.00E+00	4.20E-05	5.84E-07	0.99846	1.00850	0.99874	845.94290	1.16430	22924540	90.02479354	25464696
EXP992170	TMF1	READS992340,READS992341	DIANA_0293/Sample_13894_TMF1_ChIP2_IGO_10521_B_7/13894_TMF1_ChIP2_IGO_10521_B_7_S137_R1_001.fastq.gz,DIANA_0293/Sample_13894_TMF1_ChIP2_IGO_10521_B_7/13894_TMF1_ChIP2_IGO_10521_B_7_S137_R2_001.fastq.gz	PEAKS992159	12	1	4	35	180	4.11E-05	7.04E-06	9.33E-05	2.26E-06	0.99836	1.00797	0.99859	748.57826	1.21365	25380094	89.89823826	28232026
EXP992171	TSC22D1	READS992342,READS992343	DIANA_0293/Sample_13895_TSC22D1_ChIP1_IGO_10521_B_160/13895_TSC22D1_ChIP1_IGO_10521_B_160_S73_R1_001.fastq.gz,DIANA_0293/Sample_13895_TSC22D1_ChIP1_IGO_10521_B_160/13895_TSC22D1_ChIP1_IGO_10521_B_160_S73_R2_001.fastq.gz	PEAKS992160	7	0	3	166	160	1.73E-04	0.00E+00	5.68E-05	5.07E-06	0.99870	1.00971	0.99885	915.48450	1.14899	19188104	88.23025452	21747760
EXP992172	TSC22D1	READS992344,READS992345	DIANA_0293/Sample_13895_TSC22D1_ChIP2_IGO_10521_B_15/13895_TSC22D1_ChIP2_IGO_10521_B_15_S42_R1_001.fastq.gz,DIANA_0293/Sample_13895_TSC22D1_ChIP2_IGO_10521_B_15/13895_TSC22D1_ChIP2_IGO_10521_B_15_S42_R2_001.fastq.gz	PEAKS992161	7	0	3	3634	150	3.42E-03	0.00E+00	3.41E-05	4.80E-06	0.99896	1.01415	0.99917	1322.38467	1.38394	12816850	89.62849717	14299972
EXP992173	CONTROL	READS992346,READS992347	DIANA_0293/Sample_13903_THAP11_Input1_RDSC_IGO_10521_B_183/13903_THAP11_Input1_RDSC_IGO_10521_B_183_S91_R1_001.fastq.gz,DIANA_0293/Sample_13903_THAP11_Input1_RDSC_IGO_10521_B_183/13903_THAP11_Input1_RDSC_IGO_10521_B_183_S91_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	150	NA	NA	NA	NA	0.99851	1.01784	0.99898	1084.44770	1.44633	15006538	89.85607616	16700638
EXP992174	CTCF	READS992348,READS992349	DIANA_0293/Sample_CTCF_ChIP1_IGO_10521_B_174/CTCF_ChIP1_IGO_10521_B_174_S84_R1_001.fastq.gz,DIANA_0293/Sample_CTCF_ChIP1_IGO_10521_B_174/CTCF_ChIP1_IGO_10521_B_174_S84_R2_001.fastq.gz	PEAKS992162	35809	20147	18628	45989	185	8.02E-02	4.11E-02	8.75E-02	1.79E-02	0.99664	1.13132	0.99703	349.09813	1.87063	19858860	90.79554632	21872064
EXP992175	CTCF	READS992350,READS992351	DIANA_0293/Sample_CTCF_ChIP2_IGO_10521_B_31/CTCF_ChIP2_IGO_10521_B_31_S56_R1_001.fastq.gz,DIANA_0293/Sample_CTCF_ChIP2_IGO_10521_B_31/CTCF_ChIP2_IGO_10521_B_31_S56_R2_001.fastq.gz	PEAKS992163	43187	24373	23753	58564	210	1.12E-01	6.07E-02	1.27E-01	2.52E-02	0.99613	1.19707	0.99636	283.39482	2.15579	18231912	91.40983098	19945242
EXP992176	CONTROL	READS992352,READS992353	DIANA_0293/Sample_CTCF_INPUT1_IGO_10521_B_161/CTCF_INPUT1_IGO_10521_B_161_S74_R1_001.fastq.gz,DIANA_0293/Sample_CTCF_INPUT1_IGO_10521_B_161/CTCF_INPUT1_IGO_10521_B_161_S74_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	170	NA	NA	NA	NA	0.99869	1.01032	0.99892	999.45099	1.07177	17255974	90.06582289	19159292
EXP992177	GFP	READS992354,READS992355	DIANA_0293/Sample_GFP_ChIP1_IGO_10521_B_181/GFP_ChIP1_IGO_10521_B_181_S89_R1_001.fastq.gz,DIANA_0293/Sample_GFP_ChIP1_IGO_10521_B_181/GFP_ChIP1_IGO_10521_B_181_S89_R2_001.fastq.gz	PEAKS992164	12	0	9	5370	160	4.59E-03	0.00E+00	3.63E-04	9.18E-06	0.99886	1.01221	0.99903	1125.01214	0.93707	15328740	88.21402839	17376760
EXP992178	GFP	READS992356,READS992357	DIANA_0293/Sample_GFP_ChIP2_IGO_10521_B_39/GFP_ChIP2_IGO_10521_B_39_S135_R1_001.fastq.gz,DIANA_0293/Sample_GFP_ChIP2_IGO_10521_B_39/GFP_ChIP2_IGO_10521_B_39_S135_R2_001.fastq.gz	PEAKS992165	22	0	35	1169	170	1.26E-03	0.00E+00	3.94E-04	2.54E-05	0.99881	1.01449	0.99897	1050.49646	1.18251	15900818	89.10183693	17845668
EXP992179	CONTROL	READS992358,READS992359	DIANA_0293/Sample_GFP_INPUT2_IGO_10521_B_110/GFP_INPUT2_IGO_10521_B_110_S151_R1_001.fastq.gz,DIANA_0293/Sample_GFP_INPUT2_IGO_10521_B_110/GFP_INPUT2_IGO_10521_B_110_S151_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	145	NA	NA	NA	NA	0.99852	1.01345	0.99883	943.95165	1.05588	19180968	90.03520208	21303854
EXP992180	YY1	READS992360,READS992361	DIANA_0293/Sample_YY1_ChIP1_IGO_10521_B_167/YY1_ChIP1_IGO_10521_B_167_S80_R1_001.fastq.gz,DIANA_0293/Sample_YY1_ChIP1_IGO_10521_B_167/YY1_ChIP1_IGO_10521_B_167_S80_R2_001.fastq.gz	PEAKS992166	15086	6524	8869	19113	230	3.57E-02	2.05E-02	5.22E-02	1.26E-02	0.99742	1.09937	0.99758	429.70884	1.83544	19074020	90.38119368	21103970
EXP992181	YY1	READS992362,READS992363	DIANA_0293/Sample_YY1_ChIP2_IGO_10521_B_23/YY1_ChIP2_IGO_10521_B_23_S49_R1_001.fastq.gz,DIANA_0293/Sample_YY1_ChIP2_IGO_10521_B_23/YY1_ChIP2_IGO_10521_B_23_S49_R2_001.fastq.gz	PEAKS992167	7789	3228	4818	7246	240	1.41E-02	8.80E-03	2.18E-02	5.60E-03	0.99798	1.04130	0.99827	609.08103	1.58292	21364736	89.33427933	23915496
EXP992182	CONTROL	READS992364,READS992365	DIANA_0293/Sample_YY1_INPUT2_IGO_10521_B_102/YY1_INPUT2_IGO_10521_B_102_S149_R1_001.fastq.gz,DIANA_0293/Sample_YY1_INPUT2_IGO_10521_B_102/YY1_INPUT2_IGO_10521_B_102_S149_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	170	NA	NA	NA	NA	0.99867	1.00878	0.99894	1008.44546	1.21007	18374118	90.16528495	20378262
EXP992183	KDM5B	READS992366,READS992367	MICHELLE_0314/Sample_13588_KDM5B_ChIP1_ChIP_IGO_10521_B_121/13588_KDM5B_ChIP1_ChIP_IGO_10521_B_121_S109_R1_001.fastq.gz,MICHELLE_0314/Sample_13588_KDM5B_ChIP1_ChIP_IGO_10521_B_121/13588_KDM5B_ChIP1_ChIP_IGO_10521_B_121_S109_R2_001.fastq.gz	PEAKS992168	93	4	51	110912	170	4.43E-02	6.15E-06	7.65E-04	2.18E-05	0.99735	1.00812	0.99768	452.94599	1.16082	40265098	89.39344922	45042560
EXP992184	ARID2	READS992368,READS992369	MICHELLE_0314/Sample_13589_ARID2_ChIP1_IGO_10521_B_47/13589_ARID2_ChIP1_IGO_10521_B_47_S65_R1_001.fastq.gz,MICHELLE_0314/Sample_13589_ARID2_ChIP1_IGO_10521_B_47/13589_ARID2_ChIP1_IGO_10521_B_47_S65_R2_001.fastq.gz	PEAKS992169	10	0	1	87792	185	3.54E-02	0.00E+00	1.82E-04	4.48E-07	0.99768	1.00549	0.99791	497.73031	1.07089	38577112	90.23058893	42753918
EXP992185	ARID2	READS992370,READS992371	MICHELLE_0314/Sample_13589_ARID2_ChIP2_RMSK_IGO_10521_B_127/13589_ARID2_ChIP2_RMSK_IGO_10521_B_127_S174_R1_001.fastq.gz,MICHELLE_0314/Sample_13589_ARID2_ChIP2_RMSK_IGO_10521_B_127/13589_ARID2_ChIP2_RMSK_IGO_10521_B_127_S174_R2_001.fastq.gz	PEAKS992170	7433	1081	3431	82162	170	3.92E-02	1.44E-03	1.27E-02	2.48E-03	0.99754	1.01424	0.99778	466.13490	1.30299	36371424	90.2494778	40300980
EXP992186	AKNA	READS992372,READS992373	MICHELLE_0314/Sample_13591_AKNA_ChIP1_RMSK_IGO_10521_B_148/13591_AKNA_ChIP1_RMSK_IGO_10521_B_148_S50_R1_001.fastq.gz,MICHELLE_0314/Sample_13591_AKNA_ChIP1_RMSK_IGO_10521_B_148/13591_AKNA_ChIP1_RMSK_IGO_10521_B_148_S50_R2_001.fastq.gz	PEAKS992171	29	1	0	269	160	1.30E-04	1.75E-06	2.10E-04	0.00E+00	0.99671	1.00631	0.99704	348.65784	1.07745	57545678	89.50259045	64294986
EXP992187	NCOA1	READS992374,READS992375	MICHELLE_0314/Sample_13606_NCOA1_ChIP1_IGO_10521_B_55/13606_NCOA1_ChIP1_IGO_10521_B_55_S127_R1_001.fastq.gz,MICHELLE_0314/Sample_13606_NCOA1_ChIP1_IGO_10521_B_55/13606_NCOA1_ChIP1_IGO_10521_B_55_S127_R2_001.fastq.gz	PEAKS992172	14	0	0	42087	165	1.76E-02	0.00E+00	2.22E-04	0.00E+00	0.99745	1.00604	0.99781	475.32238	1.09379	41783050	90.57185862	46132486
EXP992188	NCOA1	READS992376,READS992377	MICHELLE_0314/Sample_13606_NCOA1_ChIP1_RMSK_IGO_10521_B_111/13606_NCOA1_ChIP1_RMSK_IGO_10521_B_111_S168_R1_001.fastq.gz,MICHELLE_0314/Sample_13606_NCOA1_ChIP1_RMSK_IGO_10521_B_111/13606_NCOA1_ChIP1_RMSK_IGO_10521_B_111_S168_R2_001.fastq.gz	PEAKS992173	682	1	225	104608	160	4.19E-02	1.62E-06	9.55E-04	9.56E-05	0.99759	1.00558	0.99784	477.64679	1.07935	40127858	90.60569926	44288448
EXP992189	NCOA1	READS992378,READS992379	MICHELLE_0314/Sample_13606_NCOA1_ChIP2_IGO_10521_B_1/13606_NCOA1_ChIP2_IGO_10521_B_1_S83_R1_001.fastq.gz,MICHELLE_0314/Sample_13606_NCOA1_ChIP2_IGO_10521_B_1/13606_NCOA1_ChIP2_IGO_10521_B_1_S83_R2_001.fastq.gz	PEAKS992174	8225	181	2622	108066	185	4.54E-02	2.79E-04	1.32E-02	1.73E-03	0.99733	1.01052	0.99764	437.09350	1.19269	40852546	90.48529656	45148270
EXP992190	NCOA1	READS992380,READS992381	MICHELLE_0314/Sample_13606_NCOA1_ChIP2_RDSC_IGO_10521_B_103/13606_NCOA1_ChIP2_RDSC_IGO_10521_B_103_S53_R1_001.fastq.gz,MICHELLE_0314/Sample_13606_NCOA1_ChIP2_RDSC_IGO_10521_B_103/13606_NCOA1_ChIP2_RDSC_IGO_10521_B_103_S53_R2_001.fastq.gz	PEAKS992175	21275	290	7958	14355	280	8.39E-03	6.66E-04	4.73E-02	7.05E-03	0.99647	1.01849	0.99669	308.11136	1.26624	50371006	90.24488896	55815910
EXP992191	NCOA2	READS992382,READS992383	MICHELLE_0314/Sample_13607_NCOA2_ChIP2_RMSK_IGO_10521_B_119/13607_NCOA2_ChIP2_RMSK_IGO_10521_B_119_S24_R1_001.fastq.gz,MICHELLE_0314/Sample_13607_NCOA2_ChIP2_RMSK_IGO_10521_B_119/13607_NCOA2_ChIP2_RMSK_IGO_10521_B_119_S24_R2_001.fastq.gz	PEAKS992176	12677	196	4501	107752	185	4.67E-02	5.53E-04	2.52E-02	3.82E-03	0.99718	1.01144	0.99747	403.87929	1.19332	42938928	88.32456298	48614934
EXP992192	SOHLH1	READS992384,READS992385	MICHELLE_0314/Sample_13609_SOHLH1_ChIP1_IGO_10521_B_63/13609_SOHLH1_ChIP1_IGO_10521_B_63_S129_R1_001.fastq.gz,MICHELLE_0314/Sample_13609_SOHLH1_ChIP1_IGO_10521_B_63/13609_SOHLH1_ChIP1_IGO_10521_B_63_S129_R2_001.fastq.gz	PEAKS992177	19	1	7	149020	165	5.86E-02	9.81E-07	3.53E-04	3.56E-06	0.99780	1.00659	0.99807	543.10348	1.12440	35732852	90.36475517	39542908
EXP992193	POGK	READS992386,READS992387	MICHELLE_0314/Sample_13611_POGK_ChIP1_RMSK_IGO_10521_B_176/13611_POGK_ChIP1_RMSK_IGO_10521_B_176_S161_R1_001.fastq.gz,MICHELLE_0314/Sample_13611_POGK_ChIP1_RMSK_IGO_10521_B_176/13611_POGK_ChIP1_RMSK_IGO_10521_B_176_S161_R2_001.fastq.gz	PEAKS992178	801	134	534	29729	255	1.33E-02	2.43E-04	1.42E-03	2.33E-04	0.99721	1.00663	0.99750	413.97668	1.13104	45384778	90.276527	50273066
EXP992194	CASZ1	READS992388,READS992389	MICHELLE_0314/Sample_13620_CASZ1_ChIP1_IGO_10521_B_71/13620_CASZ1_ChIP1_IGO_10521_B_71_S74_R1_001.fastq.gz,MICHELLE_0314/Sample_13620_CASZ1_ChIP1_IGO_10521_B_71/13620_CASZ1_ChIP1_IGO_10521_B_71_S74_R2_001.fastq.gz	PEAKS992179	1100	27	414	16956	220	7.57E-03	4.72E-05	1.68E-03	2.26E-04	0.99715	1.00656	0.99743	400.06692	1.04204	47285750	90.08436533	52490518
EXP992195	CASZ1	READS992390,READS992391	MICHELLE_0314/Sample_13620_CASZ1_ChIP2_IGO_10521_B_9/13620_CASZ1_ChIP2_IGO_10521_B_9_S32_R1_001.fastq.gz,MICHELLE_0314/Sample_13620_CASZ1_ChIP2_IGO_10521_B_9/13620_CASZ1_ChIP2_IGO_10521_B_9_S32_R2_001.fastq.gz	PEAKS992180	189	10	116	29373	145	1.29E-02	1.33E-05	3.39E-04	5.91E-05	0.99743	1.00635	0.99764	435.30051	1.11971	43446598	90.63259916	47937054
EXP992196	CPXCR1	READS992392,READS992393	MICHELLE_0314/Sample_13623_CPXCR1_ChIP1_IGO_10521_B_79/13623_CPXCR1_ChIP1_IGO_10521_B_79_S77_R1_001.fastq.gz,MICHELLE_0314/Sample_13623_CPXCR1_ChIP1_IGO_10521_B_79/13623_CPXCR1_ChIP1_IGO_10521_B_79_S77_R2_001.fastq.gz	PEAKS992181	76467	38380	26591	124133	220	1.10E-01	7.16E-02	2.02E-01	3.03E-02	0.99029	1.21938	0.99082	114.28342	1.86616	41657870	90.69310931	45932784
EXP992197	CPXCR1	READS992394,READS992395	MICHELLE_0314/Sample_13623_CPXCR1_ChIP2_IGO_10521_B_17/13623_CPXCR1_ChIP2_IGO_10521_B_17_S142_R1_001.fastq.gz,MICHELLE_0314/Sample_13623_CPXCR1_ChIP2_IGO_10521_B_17/13623_CPXCR1_ChIP2_IGO_10521_B_17_S142_R2_001.fastq.gz	PEAKS992182	10	0	2	150421	155	5.90E-02	0.00E+00	3.09E-03	4.29E-07	0.99786	1.00520	0.99812	552.46033	1.07128	36001466	90.57424197	39748018
EXP992198	CONTROL	READS992396,READS992397	MICHELLE_0314/Sample_13635_PRDM13_Input1_RMSK_IGO_10521_B_104/13635_PRDM13_Input1_RMSK_IGO_10521_B_104_S167_R1_001.fastq.gz,MICHELLE_0314/Sample_13635_PRDM13_Input1_RMSK_IGO_10521_B_104/13635_PRDM13_Input1_RMSK_IGO_10521_B_104_S167_R2_001.fastq.gz	CONTROL	NA	NA	NA	NA	210	NA	NA	NA	NA	0.99744	1.00432	0.99776	463.22470	0.96491	43117770	90.29086008	47754302
EXP992199	PRDM5	READS992398,READS992399	MICHELLE_0314/Sample_13637_PRDM5_ChIP1_IGO_10521_B_87/13637_PRDM5_ChIP1_IGO_10521_B_87_S178_R1_001.fastq.gz,MICHELLE_0314/Sample_13637_PRDM5_ChIP1_IGO_10521_B_87/13637_PRDM5_ChIP1_IGO_10521_B_87_S178_R2_001.fastq.gz	PEAKS992183	5	0	0	39869	170	1.69E-02	0.00E+00	1.13E-05	0.00E+00	0.99758	1.00577	0.99786	484.82612	1.09118	40662796	89.97076793	45195564
EXP992200	PRDM5	READS992400,READS992401	MICHELLE_0314/Sample_13637_PRDM5_ChIP2_IGO_10521_B_25/13637_PRDM5_ChIP2_IGO_10521_B_25_S144_R1_001.fastq.gz,MICHELLE_0314/Sample_13637_PRDM5_ChIP2_IGO_10521_B_25/13637_PRDM5_ChIP2_IGO_10521_B_25_S144_R2_001.fastq.gz	PEAKS992184	78444	41048	26876	88179	235	8.90E-02	8.52E-02	2.51E-01	3.58E-02	0.98663	1.28568	0.98757	85.55773	1.77955	44879386	90.06714027	49828812
EXP992201	PRDM8	READS992402,READS992403	MICHELLE_0314/Sample_13638_PRDM8_ChIP1_IGO_10521_B_95/13638_PRDM8_ChIP1_IGO_10521_B_95_S119_R1_001.fastq.gz,MICHELLE_0314/Sample_13638_PRDM8_ChIP1_IGO_10521_B_95/13638_PRDM8_ChIP1_IGO_10521_B_95_S119_R2_001.fastq.gz	PEAKS992185	20	0	11	13978	210	5.88E-03	0.00E+00	1.38E-04	5.20E-06	0.99736	1.00394	0.99759	423.41068	1.09056	46871600	90.10556274	52018542
